state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses
Uttar Pradesh,Lalitpur,1510,233,64026,167,0,853,125,6762,5.89,64,1086
Uttar Pradesh,Lucknow,838,3543,439202,2979,96,15883,11345,301107,3.11,604,19426
Uttar Pradesh,Maharajganj,2528,615,127617,578,0,1023,164,17463,4.4,72,1638
Uttar Pradesh,Mahoba,190,532,90063,449,22,807,118,4741,6.05,81,1339
Uttar Pradesh,Mainpuri,14,452,93477,375,0,710,103,10888,3.27,38,1162
Uttar Pradesh,Mathura,757,2889,186954,2709,0,3180,3413,83992,3.81,231,6069
Uttar Pradesh,Mau,1167,842,94868,675,0,1158,199,16347,5.5,110,2000
Uttar Pradesh,Meerut,44,6440,346424,4709,1,7542,5286,147108,2.49,348,13982
Uttar Pradesh,Mirzapur,375,2561,152989,1572,81,4097,3081,62809,3.18,212,6658
Uttar Pradesh,Moradabad,118,2020,153949,1415,0,5593,4847,110557,3.64,277,7613
Uttar Pradesh,Muzaffarnagar,3593,5415,182992,4042,0,1180,196,15591,2.35,155,6595
Uttar Pradesh,Pilibhit,584,1484,160781,1193,0,893,131,12425,2.65,63,2377
Uttar Pradesh,Raebareli,638,949,118031,602,481,1717,325,17451,5.03,134,2666
Uttar Pradesh,Pratapgarh,2492,869,146138,1418,2,1869,279,14548,9.57,262,2738
Uttar Pradesh,Rampur,557,1018,100997,606,0,979,142,11779,6.16,123,1997
Uttar Pradesh,Saharanpur,4,3409,226442,2634,28,4836,5210,113245,3.21,265,8245
Uttar Pradesh,Sambhal,271,523,87317,386,0,1082,174,9129,9.03,145,1605
Uttar Pradesh,Sant Kabir Nagar,655,441,80284,599,0,999,143,9950,3.47,50,1440
Uttar Pradesh,Bhadohi,434,1508,104958,1036,0,808,121,8235,5.35,124,2316
Uttar Pradesh,Shahjahanpur,1138,1637,162971,1489,754,2059,2346,71166,3.35,124,3696
Uttar Pradesh,Shamli,464,885,88894,1096,2,843,123,8565,3.01,52,1728
Uttar Pradesh,Shravasti,2688,779,61551,1162,300,422,68,6734,13.24,159,1201
Uttar Pradesh,Siddharthnagar,9955,1761,175271,1365,0,961,141,15560,7.64,208,2722
Uttar Pradesh,Sitapur,1134,1094,200942,1178,0,1029,190,23353,6.45,137,2123
Uttar Pradesh,Sonbhadra,376,608,79581,397,0,998,161,13314,5.85,94,1606
Uttar Pradesh,Sultanpur,226,2355,146174,1779,0,825,121,15263,3.46,110,3180
Uttar Pradesh,Unnao,58,1272,173887,842,0,1540,155,15322,5.97,168,2812
Uttar Pradesh,Varanasi,362,2746,270003,2055,548,6586,6505,159257,3.73,348,9332
Uttarakhand,Dehradun,202,2015,367008,1484,0,2224,1735,94401,3.33,141,4239
Uttarakhand,Pauri Garhwal,0,231,141318,240,0,92,423,26455,14.55,47,323
Uttarakhand,Chamoli,0,113,92258,334,0,1,424,23253,14.04,16,114
Uttarakhand,Rudraprayag,0,153,53959,184,0,7,77,19805,25.0,40,160
Uttarakhand,Tehri Garhwal,0,324,110219,364,0,64,277,23431,15.98,62,388
Uttarakhand,Haridwar,255,842,239028,1579,0,51,374,77911,15.34,137,893
Uttarakhand,Uttarkashi,0,393,75156,143,0,15,93,21650,7.84,32,408
Uttarakhand,Almora,0,1239,130317,1063,0,327,406,26907,9.2,144,1566
Uttarakhand,Udham Singh Nagar,1512,1158,179206,976,0,806,894,59785,5.91,116,1964
Uttarakhand,Pithoragarh,565,602,75803,477,0,20,66,24533,7.72,48,622
Uttarakhand,Bageshwar,0,292,60928,230,0,1,36,18488,2.39,7,293
Uttarakhand,Champawat,257,142,56879,120,0,353,484,22188,7.07,35,495
Uttarakhand,Nainital,485,579,172538,735,0,690,1085,53922,4.02,51,1269
West Bengal,Alipurduar District,0,2134,148577,1523,0,2336,3176,56377,2.46,110,4470
West Bengal,Bankura,0,3544,196430,991,0,1210,2882,74526,3.49,166,4754
West Bengal,Basirhat HD (North 24 Parganas),0,1691,225612,1023,0,5604,3497,47783,3.5,255,7295
West Bengal,Birbhum,0,2535,210599,1336,0,2839,3250,52628,5.14,276,5374
West Bengal,Bishnupur HD (Bankura),900,1866,74227,837,0,2336,1520,30193,2.09,88,4202
West Bengal,Dakshin Dinajpur,0,1677,164629,1376,0,1687,3964,58416,2.26,76,3364
West Bengal,Darjeeling,98,1848,226930,858,95,5260,4262,79055,3.97,282,7108
West Bengal,Diamond Harbor HD (S 24 Parganas),0,1747,286676,2221,0,3957,4364,78735,3.96,226,5704
West Bengal,East Bardhaman,0,1615,442494,2621,0,655,8048,116247,5.29,120,2270
West Bengal,Hoogly,0,5998,603986,3458,0,5795,6691,132370,3.11,367,11793
West Bengal,Howrah,0,6056,434502,2499,0,7488,6023,118846,3.07,416,13544
West Bengal,Jalpaiguri,0,3677,139589,1713,0,2476,3729,70490,2.88,177,6153
West Bengal,Jhargram,0,872,50867,615,0,1318,1143,33402,7.76,170,2190
West Bengal,Kalimpong,0,371,54258,541,0,1167,1108,15887,2.73,42,1538
West Bengal,Kolkata,0,18802,1091440,7213,1,27726,15060,311652,2.56,1192,46528
West Bengal,Malda,0,2553,262744,1013,0,3139,2614,88780,5.76,328,5692
West Bengal,Murshidabad,0,5713,459616,3430,0,4985,7672,128908,1.42,152,10698
West Bengal,Nadia,0,4585,374956,2649,0,3189,7022,120935,3.04,236,7774
West Bengal,Nandigram HD (East Medinipore),0,1196,259278,2982,0,10626,4341,54069,3.2,378,11822
West Bengal,North 24 Parganas,57,7222,738531,5618,53,12655,13797,217777,2.48,493,19877
West Bengal,Paschim Medinipore,0,4601,367395,3054,0,6379,5808,104225,3.64,400,10980
West Bengal,Purba Medinipore,0,1481,334853,1822,0,9087,8015,94916,1.63,172,10568
West Bengal,Purulia,0,2295,193217,1553,0,4839,3778,75894,3.17,226,7134
West Bengal,Rampurhat HD (Birbhum),0,528,139947,495,0,369,1244,37289,8.14,73,897
West Bengal,South 24 Parganas,14,3774,460021,3586,0,2349,7027,127620,4.03,247,6123
West Bengal,Uttar Dinajpur,0,2387,161242,1153,0,3261,3977,65251,2.69,152,5648
West Bengal,West Bardhaman,35,832,207488,929,0,3919,5252,85821,5.03,239,4751
Assam,Hojai,0,1035,72177,785,0,103,567,20792,9.84,112,1138
Assam,Biswanath,0,1597,55004,1023,0,106,229,19225,3.93,67,1703
Assam,Charaideo,0,663,36177,590,0,281,266,11991,3.81,36,944
Assam,Majuli,0,255,28413,274,0,106,121,7292,2.49,9,361
Assam,South Salmara Mankachar,309,58,7121,70,169,99,143,5992,40.13,63,157
Assam,West Karbi Anglong,157,119,14063,104,0,72,156,8201,9.95,19,191
Gujarat,Ahmedabad Corporation,108,6244,847514,5140,16,31906,32739,686907,2.49,950,38150
Gujarat,Bhavnagar Corporation,0,474,97367,355,151,2297,3152,84790,4.29,119,2771
Gujarat,Gandhinagar Corporation,34,517,58243,573,0,4430,4401,78516,2.89,143,4947
Gujarat,Jamnagar Corporation,39,572,95339,619,0,5288,5422,97492,3.07,180,5860
Gujarat,Junagadh Corporation,0,120,54614,124,0,77,106,11922,16.75,33,197
Gujarat,Rajkot Corporation,0,1265,247537,1111,3,14906,16912,305385,3.52,569,16171
Gujarat,Surat Corporation,19,2621,627809,1666,27,19239,18783,460650,3.11,680,21860
Gujarat,Vadodara Corporation,153,2184,358010,2146,99,18667,18857,353432,2.49,519,20851
Tamil Nadu,Cheyyar,0,123,26535,340,0,1564,1700,18764,4.33,73,1687
Tamil Nadu,Aranthangi,0,397,34626,400,0,124,1494,14917,13.24,69,521
Tamil Nadu,Kovilpatti,50,349,36728,681,0,77,1518,18118,7.98,34,426
Tamil Nadu,Ranipet,727,1106,43484,619,0,1867,2521,30517,4.94,147,2973
West Bengal,COOCHBEHAR,0,2140,208444,1322,0,3652,4152,70698,1.86,108,5792
