state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio
Sikkim,East Sikkim,0,43,70613,29,0,0,165,89,22707,5.77,12,208,49624,43690,880
Sikkim,West Sikkim,0,0,31235,0,0,0,0,0,3975,0.0,0,0,19121,16087,841
Sikkim,North Sikkim,0,0,8592,3,0,0,0,6,2319,0.0,0,0,6173,4738,768
Sikkim,South Sikkim,0,17,37468,2,0,0,32,12,3387,22.45,11,49,22063,18787,852
Tamil Nadu,Coimbatore,0,2960,387575,6433,0,0,2351,3962,157704,5.06,269,5311,304547,240843,791
Tamil Nadu,Madurai,0,899,197071,1821,0,0,1804,3259,123227,3.59,97,2703,175911,144400,821
Tamil Nadu,Thanjavur,0,607,119073,1559,0,0,535,1676,66334,9.46,108,1142,105164,80297,764
Tamil Nadu,Viluppuram,0,344,97667,842,0,0,380,1611,53111,18.78,136,724,82791,67955,821
Tamil Nadu,Vellore,102,515,115358,773,145,0,846,1682,71631,5.07,69,1361,99908,87122,872
Tamil Nadu,Kanyakumari,0,510,100236,1332,0,0,572,1452,66585,2.59,28,1082,88708,78132,881
Tamil Nadu,Salem,0,791,155522,1545,0,0,516,1679,90586,10.94,143,1307,136691,109439,801
Tamil Nadu,Pudukkottai,0,106,52205,505,0,0,23,950,26200,8.53,11,129,42171,36230,859
Tamil Nadu,Cuddalore,0,277,124785,872,0,0,315,2576,57710,9.8,58,592,108368,74125,684
Tamil Nadu,Tirunelveli,0,508,65081,767,0,0,765,1913,64671,2.12,27,1273,75968,53816,708
Tamil Nadu,Virudhunagar,0,111,75001,651,0,0,148,1206,36333,11.97,31,259,53332,58012,1088
Tamil Nadu,Tirupattur,0,177,63287,728,0,0,282,1368,44807,0.22,1,459,55571,52520,945
Tamil Nadu,Tenkasi,20,1,51712,658,0,0,8,1204,47292,233.33,21,9,53692,45317,844
Tamil Nadu,Kallakurichi,293,172,49398,494,0,0,288,743,35597,28.26,130,460,46777,38235,817
Tamil Nadu,Tiruvannamalai,0,69,49667,709,0,0,69,1335,37029,37.68,52,138,48531,38179,787
Tamil Nadu,Thoothukudi (Tuticorin),0,221,45216,669,0,0,265,1413,40888,4.94,24,486,49637,36470,735
Tamil Nadu,Ariyalur,0,42,39050,323,0,0,142,693,28488,8.7,16,184,39786,27774,698
Tamil Nadu,Dindigul,16,169,64179,408,0,0,245,818,39505,1.45,6,414,55002,48687,885
Tamil Nadu,Kanchipuram,22,780,57130,870,0,0,1698,3193,61511,5.33,132,2478,74047,44603,602
Tamil Nadu,Namakkal,1,74,130044,1227,0,0,167,1360,63141,7.88,19,241,104086,89096,856
Tamil Nadu,Karur,1,35,59943,975,0,0,101,1038,39237,2.94,4,136,54667,44613,816
Tamil Nadu,Tiruchirappalli,81,353,194580,1980,6,6,698,3088,112071,5.61,59,1051,165455,141208,853
Tamil Nadu,Sivaganga,0,349,59790,1030,0,0,545,1128,41684,9.62,86,894,55710,45781,822
Tamil Nadu,Krishnagiri,0,378,124746,1237,0,0,1754,2597,77851,1.31,28,2132,119311,83323,698
Tamil Nadu,Erode,0,149,136069,2060,0,0,269,1628,70513,29.19,122,418,115892,90697,783
Tamil Nadu,Palani,0,288,49862,279,0,0,215,453,30665,5.37,27,503,42817,37737,881
Tamil Nadu,Chengalpet,0,567,212798,1356,0,0,1280,4333,119907,7.74,143,1847,182687,150412,823
Tamil Nadu,Dharmapuri,7,19,73359,489,0,0,263,936,49749,6.38,18,282,69314,53819,776
Tamil Nadu,Ramanathapuram,0,236,30195,457,0,0,386,1096,22286,4.5,28,622,28410,24069,847
Tamil Nadu,Tiruppur,0,812,137920,2401,0,0,412,1878,90929,6.21,76,1224,131518,97350,740
Tamil Nadu,Theni,25,308,57042,1022,0,0,411,2290,45305,8.48,61,719,56652,45706,807
Tamil Nadu,Perambalur,0,45,32526,293,0,0,32,681,20632,3.9,3,77,28750,24420,849
Tamil Nadu,Chennai,104,4870,1083826,5034,2483,2483,13373,20353,584135,3.93,717,18243,918611,749417,816
Tamil Nadu,Tiruvallur,55,127,103873,840,92,92,614,2514,85952,3.77,28,742,110811,79044,713
Tamil Nadu,Paramakudi,0,158,40785,389,0,0,286,522,19130,8.11,36,444,27599,32311,1171
Tamil Nadu,Tiruvarur,334,98,47330,1271,0,0,61,1416,39059,19.5,31,159,51724,34669,670
Tamil Nadu,Poonamallee,0,33,53096,423,0,0,86,979,29204,34.45,41,119,47677,34624,726
Tamil Nadu,Nagapattinam,0,160,58488,1257,0,0,207,1236,46148,8.99,33,367,61569,43062,699
Tamil Nadu,Nilgiris,125,121,122867,626,0,0,200,1200,34980,5.92,19,321,78538,79312,1010
Tamil Nadu,Attur,0,136,118470,371,0,0,180,697,36052,17.09,54,316,73311,81212,1108
Tamil Nadu,Sivakasi,0,320,89938,646,0,0,143,909,37031,10.15,47,463,63422,63547,1002
Telangana,Hyderabad,0,10097,639955,7512,2,2,40794,35940,445910,0.94,478,50892,607874,478669,787
Telangana,Adilabad,0,220,44559,69,0,0,741,319,10261,3.02,29,961,29487,25329,859
Telangana,Bhadradri Kothagudem,0,561,106325,263,0,0,1099,386,18769,3.61,60,1660,67454,57639,854
Telangana,Jagtial,0,311,118126,107,0,0,2187,817,14973,2.48,62,2498,63724,69360,1088
Telangana,Jangaon,0,93,52512,20,0,0,193,79,5361,11.89,34,286,27448,30424,1108
Telangana,Jayashankar Bhupalpally,0,310,72891,219,0,0,417,182,6724,4.54,33,727,38575,41026,1064
Telangana,Jogulamba Gadwal,0,85,46552,28,0,0,349,149,6182,3.69,16,434,27297,25430,932
Telangana,Kamareddy,0,366,135172,135,0,0,1233,445,15030,3.19,51,1599,71200,79010,1110
Telangana,Karimnagar,0,728,181770,298,0,0,3452,1376,26879,2.63,110,4180,106457,102162,960
Telangana,Khammam,0,1065,108888,399,0,0,3142,1128,27823,1.74,73,4207,74568,62170,834
Telangana,Kumuram Bheem,0,194,38001,51,0,0,750,243,7129,3.81,36,944,23369,21753,931
Telangana,Mahabubabad,0,195,86406,63,0,0,412,167,8634,7.08,43,607,45231,49748,1100
Telangana,Mahabubnagar,0,329,85908,89,0,0,698,246,12364,3.21,33,1027,47967,50313,1049
Telangana,Mancherial,0,677,76855,340,0,0,1548,558,13855,1.57,35,2225,48286,42442,879
Telangana,Medak,0,260,99918,106,0,0,696,265,9851,5.65,54,956,53853,55878,1038
Telangana,Medchal,0,4712,373566,3026,0,0,16407,10919,157393,1.52,321,21119,293390,237662,810
Telangana,Nagarkurnool,0,250,87739,68,0,0,761,267,8499,2.87,29,1011,46484,49742,1070
Telangana,Nalgonda,0,856,108023,316,0,0,1911,866,25561,2.28,63,2767,71241,62342,875
Telangana,Nirmal,0,231,119112,98,0,0,750,272,8784,3.98,39,981,60685,67215,1108
Telangana,Nizamabad,0,435,136527,134,0,0,2656,850,26138,0.94,29,3091,82843,79834,964
Telangana,Peddapalli,0,640,95807,219,0,0,2936,965,15539,2.35,84,3576,57841,53510,925
Telangana,Rajanna Sircilla,0,93,100231,31,0,0,488,201,8007,4.99,29,581,51099,57109,1118
Telangana,Rangareddy,0,5988,337182,4030,0,0,26234,19657,225972,1.01,326,32204,316809,246930,779
Telangana,Sangareddy,0,965,123815,549,0,0,3610,2124,37159,3.17,145,4575,89834,71141,792
Telangana,Siddipet,0,663,190901,244,0,0,1969,765,21053,2.58,68,2632,97861,114056,1165
Telangana,Suryapet,0,614,118096,290,0,0,1455,593,17358,1.98,41,2069,67768,67673,999
Telangana,Vikarabad,0,202,54450,69,0,0,859,339,11712,3.68,39,1061,34488,31668,918
Telangana,Wanaparthy,0,161,46827,54,0,0,652,248,6920,2.09,17,813,26809,26939,1005
Telangana,Warangal(Rural),0,208,50394,123,0,0,665,322,9358,1.95,17,873,31098,28661,922
Telangana,Warangal(Urban),0,1522,162614,1337,0,0,4945,4501,71404,0.66,43,6467,124712,109283,876
Telangana,Yadadri Bhuvanagiri,0,1581,164641,707,0,0,1265,492,13711,4.63,132,2848,84914,93393,1100
Telangana,Mulugu,0,152,52893,47,0,0,3,30,4236,22.58,35,155,27531,29593,1075
Telangana,Narayanpet,0,111,28907,68,0,0,269,96,4817,7.89,30,380,17010,16713,983
Tripura,Dhalai,900,154,84371,224,0,0,19,25,11750,50.29,87,173,51573,44533,863
Tripura,Gomati,278,1938,97150,1526,0,0,120,126,11026,3.01,62,2058,55724,52449,941
Tripura,Khowai,200,196,65795,82,0,0,91,27,6985,14.98,43,287,37493,35283,941
Tripura,North Tripura,0,150,103902,130,0,0,7,7,8442,40.13,63,157,57693,54639,947
Tripura,Sepahijala,699,179,117849,519,0,0,22,16,11097,24.38,49,201,67663,61271,906
Tripura,South Tripura,0,0,150282,49,0,0,0,0,15646,0.0,0,0,85916,79996,931
Tripura,Unakoti,318,119,61718,127,0,0,8,3,5565,18.11,23,127,34156,33122,970
Tripura,West Tripura,676,738,285865,674,0,0,59,600,93914,25.47,203,797,196438,183941,936
Uttar Pradesh,Agra,451,4765,269823,2904,99,99,7180,6148,197123,3.31,395,11945,277466,189514,683
Uttar Pradesh,Aligarh,247,1888,180907,1025,69,0,5156,5173,151498,3.63,256,7044,195598,136802,699
Uttar Pradesh,Prayagraj,45,1808,292531,1532,0,0,6670,5265,226998,3.44,292,8478,312787,206902,661
Uttar Pradesh,Ambedkar Nagar,1201,3111,108166,1572,0,0,2059,1056,22840,2.32,120,5170,76021,55041,724
Uttar Pradesh,Amethi,1696,1979,134536,1514,0,0,1664,865,16683,1.56,57,3643,81330,69912,860
Uttar Pradesh,Amroha,1246,2599,99543,1928,0,0,1702,863,16478,2.07,89,4301,65603,50433,769
Uttar Pradesh,Auraiya,0,649,69054,586,0,0,1656,1005,13344,4.12,95,2305,49025,33502,683
Uttar Pradesh,Azamgarh,3665,3846,200390,2808,9,0,5171,3595,114500,3.8,343,9017,182445,132407,726
Uttar Pradesh,Badaun,1801,1120,183913,1184,22,0,2123,1062,22765,5.77,187,3243,111540,95133,853
Uttar Pradesh,Baghpat,642,4327,170391,3534,0,0,1716,782,14274,1.77,107,6043,98933,85708,866
Uttar Pradesh,Bahraich,51,6095,254162,4511,9,0,2405,1531,30700,3.88,330,8500,158502,126377,797
Uttar Pradesh,Balarampur,1286,3261,190379,2145,181,0,1580,969,19021,3.91,189,4831,116935,92482,791
Uttar Pradesh,Ballia,249,2230,157805,1427,0,0,2071,1080,21973,3.23,139,4301,103411,76373,739
Uttar Pradesh,Banda,880,1126,86975,549,625,0,1776,1736,41950,4.41,128,2902,78170,50738,649
Uttar Pradesh,Barabanki,0,4682,200072,4634,0,0,2693,1328,30267,2.1,155,7375,132068,98279,744
Uttar Pradesh,Bareilly,748,3706,264179,2368,394,342,6462,5788,205651,5.72,582,10168,270329,199602,738
Uttar Pradesh,Basti,590,3659,161934,1968,0,0,2268,2087,67796,3.09,183,5927,135841,93876,691
Uttar Pradesh,Bijnour,1576,4890,230767,4832,0,0,2896,1354,27770,4.16,324,7786,139815,118829,850
Uttar Pradesh,Bulandshahr,778,12152,273607,7486,0,0,3126,1582,34947,1.65,252,15278,169315,139275,823
Uttar Pradesh,Chandauli,2201,2056,106313,1466,0,0,1546,856,18347,3.83,138,3602,69994,54681,781
Uttar Pradesh,Chitrakoot,182,460,47854,256,370,0,953,802,10336,6.86,97,1413,34304,23915,697
Uttar Pradesh,Deoria,1848,3142,180268,2058,0,0,2097,1060,22072,1.74,91,5239,113387,88951,784
Uttar Pradesh,Etah,208,1083,80274,769,44,0,1321,800,14731,2.75,66,2404,54978,40030,728
Uttar Pradesh,Etawah,133,2389,91243,1086,0,0,1727,888,19233,3.74,154,4116,64286,46244,719
Uttar Pradesh,Ayodhya,194,1903,109318,885,0,0,3401,2369,87709,5.39,286,5304,117831,79206,672
Uttar Pradesh,Farrukhabad,4153,1446,93389,946,1,0,1885,886,15921,7.18,239,3331,64327,44983,699
Uttar Pradesh,Fatehpur,323,1199,132602,858,0,0,1483,871,18866,4.77,128,2682,85805,65648,765
Uttar Pradesh,Firozabad,588,1131,128478,814,103,0,2339,1698,71128,6.05,210,3470,115718,83858,725
Uttar Pradesh,Gautam Buddha Nagar,2190,4169,321563,3208,4712,4712,15398,16280,334009,2.26,443,19567,396580,260156,656
Uttar Pradesh,Ghaziabad,351,5771,345017,3462,1396,1396,9558,8693,226317,2.75,421,15329,325206,246232,757
Uttar Pradesh,Ghazipur,11228,6437,195909,6157,1192,0,7189,1981,30266,2.6,354,13626,127323,98875,777
Uttar Pradesh,Gonda,493,8564,234678,5817,195,0,2997,3229,86376,1.81,209,11561,191017,130058,681
Uttar Pradesh,Gorakhpur,653,4543,294942,2747,106,106,7039,5605,195255,3.09,358,11582,284205,206035,725
Uttar Pradesh,Hamirpur,98,2158,89374,1186,124,0,1315,939,12403,3.94,137,3473,56267,45506,809
Uttar Pradesh,Hapur,343,1100,102793,1300,0,0,1645,920,16220,9.65,265,2745,66992,52037,777
Uttar Pradesh,Hardoi,2443,2885,152305,1756,97,0,2403,1311,26914,5.52,292,5288,101191,78016,771
Uttar Pradesh,Hathras,1838,1230,115821,1113,0,0,1717,926,13361,2.82,83,2947,69984,59202,846
Uttar Pradesh,Jalaun,1346,3421,125994,2575,5,0,1517,892,14970,1.86,92,4938,80268,60701,756
Uttar Pradesh,Jaunpur,1787,3002,253825,1803,0,0,2478,1183,26168,4.56,250,5480,153260,126698,827
Uttar Pradesh,Jhansi,367,1511,112033,683,5,0,4482,3255,98821,2.79,167,5993,124475,86362,694
Uttar Pradesh,Kannauj,5590,1648,66440,1252,80,0,1246,906,15243,4.01,116,2894,48676,32992,678
Uttar Pradesh,Kanpur Dehat,1071,2213,108475,1342,0,0,1507,763,14384,3.76,140,3720,72403,50477,697
Uttar Pradesh,Kanpur Nagar,78,4693,337106,2575,152,0,8226,6766,217720,2.72,351,12919,320753,234228,730
Uttar Pradesh,Kasganj,278,610,63639,396,75,0,1329,858,13769,6.24,121,1939,43261,34146,789
Uttar Pradesh,Kaushambi,23,1161,75669,747,3,0,1366,886,13585,4.87,123,2527,51189,38062,744
Uttar Pradesh,Kushinagar,469,2353,186568,1523,0,0,2567,1273,25205,5.69,280,4920,121102,90710,749
Uttar Pradesh,Lakhimpur Kheri,1295,3565,174427,2857,62,0,2257,1231,29208,2.58,150,5820,117522,85971,732
Uttar Pradesh,Lalitpur,853,560,66231,346,3,0,1739,886,12121,3.09,71,2299,43398,34948,805
Uttar Pradesh,Lucknow,624,5506,459550,3371,0,0,11540,12261,372672,3.66,624,17046,478936,353910,739
Uttar Pradesh,Maharajganj,1172,1666,133507,924,0,0,1947,1031,23662,4.9,177,3613,88264,68956,781
Uttar Pradesh,Mahoba,302,653,92760,459,472,0,1461,987,10831,5.49,116,2114,55698,47892,860
Uttar Pradesh,Mainpuri,52,591,96054,424,4,0,1522,757,15475,5.06,107,2113,61924,49628,801
Uttar Pradesh,Mathura,502,3362,201770,2474,1,0,3619,2613,99227,4.71,329,6981,175211,125790,718
Uttar Pradesh,Mau,0,1487,100112,857,0,0,2446,1123,23078,4.5,177,3933,70813,52494,741
Uttar Pradesh,Meerut,28,9811,380408,5736,0,0,6233,4859,174964,2.72,436,16044,307368,247982,807
Uttar Pradesh,Mirzapur,196,2949,164411,1993,0,0,3185,3205,81118,3.85,236,6134,140071,105488,753
Uttar Pradesh,Moradabad,185,2189,162694,1510,1,0,5039,4450,136072,3.62,262,7228,172885,125942,728
Uttar Pradesh,Muzaffarnagar,2524,4499,206270,4078,0,0,2625,1161,22575,3.03,216,7124,126282,102598,812
Uttar Pradesh,Pilibhit,0,861,166183,975,0,0,1976,977,18372,2.16,61,2829,99964,84583,846
Uttar Pradesh,Raebareli,526,1450,123753,949,3,0,2287,1270,24623,4.36,163,3737,81830,66552,813
Uttar Pradesh,Pratapgarh,933,1723,152897,1096,0,0,2042,1311,21857,7.04,265,3765,96388,78356,813
Uttar Pradesh,Rampur,61,1456,106176,869,0,0,2058,957,17511,3.3,116,3514,67216,56503,841
Uttar Pradesh,Saharanpur,1,5012,247077,3434,0,0,5761,4741,141557,3.5,377,10773,219206,169349,773
Uttar Pradesh,Sambhal,404,740,90433,500,1,0,1902,1063,15520,5.98,158,2642,58821,47170,802
Uttar Pradesh,Sant Kabir Nagar,533,1072,83952,585,0,0,1684,916,15365,3.41,94,2756,55003,44030,801
Uttar Pradesh,Bhadohi,82,1775,112113,1229,3,0,1725,1055,14812,3.43,120,3500,69402,57512,829
Uttar Pradesh,Shahjahanpur,580,2194,173003,1672,347,0,1815,1815,81795,3.02,121,4009,150641,104198,692
Uttar Pradesh,Shamli,2050,2475,96691,1234,0,0,1315,780,13185,2.64,100,3790,63076,46789,742
Uttar Pradesh,Shravasti,2037,1668,71466,1539,548,0,708,481,9668,8.16,194,2376,47517,33619,708
Uttar Pradesh,Siddharthnagar,6505,2164,186076,1804,501,0,2066,1139,22572,5.91,250,4230,113305,95333,841
Uttar Pradesh,Sitapur,1374,1417,207903,1140,1,0,2768,1287,31339,4.42,185,4185,138064,101160,733
Uttar Pradesh,Sonbhadra,238,734,83901,697,20,0,1984,1152,20341,4.49,122,2718,64929,39357,606
Uttar Pradesh,Sultanpur,115,2426,159417,2226,0,0,2271,1059,21853,4.32,203,4697,99014,82358,832
Uttar Pradesh,Unnao,0,799,178508,811,51,0,1992,1117,22072,7.49,209,2791,110654,89909,813
Uttar Pradesh,Varanasi,793,5742,284354,2380,85,0,7556,4671,186800,3.78,502,13298,280037,191186,683
Uttarakhand,Dehradun,111,2901,381599,2344,0,0,4501,3905,119525,3.35,248,7402,263817,237405,900
Uttarakhand,Pauri Garhwal,0,546,143524,361,0,0,1486,512,29945,6.3,128,2032,81992,91462,1115
Uttarakhand,Chamoli,0,413,94147,286,0,0,1455,633,27682,7.07,132,1868,60166,61649,1025
Uttarakhand,Rudraprayag,0,205,55220,203,0,0,1187,621,24142,5.6,78,1392,37008,42335,1144
Uttarakhand,Tehri Garhwal,0,1043,114433,648,0,0,1586,432,26390,5.36,141,2629,65855,74972,1138
Uttarakhand,Haridwar,54,2593,248824,1519,0,0,2126,1514,88435,6.38,301,4719,193246,144065,746
Uttarakhand,Uttarkashi,0,164,76553,255,0,0,1529,578,25675,5.73,97,1693,51719,50508,977
Uttarakhand,Almora,0,868,134611,828,0,0,1078,421,29524,10.48,204,1946,76091,88031,1157
Uttarakhand,Udham Singh Nagar,25,1031,185083,1008,0,0,850,2705,77861,6.86,129,1881,147397,115618,784
Uttarakhand,Pithoragarh,557,1339,81770,938,0,0,1158,190,25844,6.53,163,2497,52912,54736,1034
Uttarakhand,Bageshwar,156,470,62965,332,0,0,1251,529,22183,1.69,29,1721,40689,44472,1093
Uttarakhand,Champawat,145,153,57688,136,0,0,885,338,24203,3.08,32,1038,41209,40665,987
Uttarakhand,Nainital,607,674,176440,628,0,0,1957,1086,60834,1.1,29,2631,123801,113469,917
West Bengal,Alipurduar District,0,3712,164791,2630,0,0,501,744,59097,2.78,117,4213,128854,95009,737
West Bengal,Bankura,0,2419,211432,2617,0,0,1398,1393,83111,4.01,153,3817,177365,117202,661
West Bengal,Basirhat HD (North 24 Parganas),0,4643,245919,3159,0,0,1230,2823,60400,4.04,237,5873,164037,142265,867
West Bengal,Birbhum,0,1964,224711,2326,0,0,1985,2260,65500,6.1,241,3949,160089,130111,813
West Bengal,Bishnupur HD (Bankura),0,1861,81808,1352,0,0,431,1417,37710,4.28,98,2292,72788,46776,643
West Bengal,Dakshin Dinajpur,0,4606,174811,1595,0,0,1077,1251,65578,2.94,167,5683,128755,111624,867
West Bengal,Darjeeling,0,7063,244058,2619,0,0,3498,4125,102603,2.17,229,10561,184890,161698,875
West Bengal,Diamond Harbor HD (S 24 Parganas),0,3755,319914,4987,0,0,1519,1950,88409,3.15,166,5274,222034,186300,839
West Bengal,East Bardhaman,0,11648,481484,5748,0,0,5173,1549,126611,2.31,389,16821,340292,267829,787
West Bengal,Hoogly,0,11098,663532,9246,0,0,4187,3628,151219,2.39,365,15285,449744,365045,812
West Bengal,Howrah,0,13201,483468,7750,0,0,2501,3643,136755,2.79,438,15702,347942,272396,783
West Bengal,Jalpaiguri,0,4018,153981,2574,0,0,316,982,74910,2.91,126,4334,136237,92652,680
West Bengal,Jhargram,0,1940,59438,1343,0,0,1288,1530,42797,4.09,132,3228,66844,35410,530
West Bengal,Kalimpong,0,483,56466,406,0,0,143,733,19391,5.43,34,626,38682,37173,961
West Bengal,Kolkata,0,18738,1187364,16154,0,0,37968,30810,497836,2.46,1394,56706,956451,731009,764
West Bengal,Malda,0,3742,271959,1553,0,0,2376,2835,105548,6.57,402,6118,207044,170433,823
West Bengal,Murshidabad,0,8637,485809,4540,0,0,7163,3448,147877,1.96,310,15800,339028,294639,869
West Bengal,Nadia,0,9532,415640,6448,0,0,1941,1522,128431,1.98,227,11473,310960,233099,750
West Bengal,Nandigram HD (East Medinipore),0,1551,290450,4579,0,0,2217,3068,64542,3.24,122,3768,195719,159262,814
West Bengal,North 24 Parganas,201,20063,843541,15971,856,856,19870,19043,337567,2.15,857,39933,665261,516175,776
West Bengal,Paschim Medinipore,0,11173,401969,5461,0,0,1684,4326,128047,3.52,453,12857,311266,218849,703
West Bengal,Purba Medinipore,0,4882,365049,4488,0,0,837,2363,101750,2.29,131,5719,261974,204892,782
West Bengal,Purulia,197,2747,202179,1602,0,0,1103,1935,84582,9.09,350,3850,170508,116253,682
West Bengal,Rampurhat HD (Birbhum),0,1782,149960,1492,0,0,773,957,43520,4.5,115,2555,103073,90390,877
West Bengal,South 24 Parganas,11,10333,508380,7374,0,0,2626,3273,146656,4.02,521,12959,348426,306566,880
West Bengal,Uttar Dinajpur,0,4993,177777,2663,0,0,3468,2171,77257,5.31,449,8461,141427,113561,803
West Bengal,West Bardhaman,1,7248,226001,2742,151,151,6405,4216,111162,2.47,337,13653,205886,131339,638
Assam,Hojai,12,1076,75135,567,0,0,217,71,21202,8.28,107,1293,51429,44896,873
Assam,Biswanath,0,1072,58435,700,0,0,52,53,19538,4.98,56,1124,41646,36314,872
Assam,Charaideo,0,240,37605,300,0,0,41,89,12335,3.2,9,281,27456,22474,819
Assam,Majuli,0,235,30073,273,0,0,5,29,7387,0.0,0,240,19898,17559,882
Assam,South Salmara Mankachar,762,114,7476,59,387,0,333,184,7178,11.86,53,447,9943,4711,474
Assam,West Karbi Anglong,0,63,14382,60,0,0,16,41,8453,26.58,21,79,13302,9531,717
Gujarat,Ahmedabad Corporation,324,5738,879858,5468,47,43,27893,31748,877179,3.24,1089,33631,984369,772844,785
Gujarat,Bhavnagar Corporation,0,434,99433,360,318,0,1229,1810,95178,6.43,107,1663,106118,88647,835
Gujarat,Gandhinagar Corporation,7,629,60658,413,1,1,4166,4404,104917,2.19,105,4795,94771,70787,747
Gujarat,Jamnagar Corporation,95,717,98978,599,1362,0,2424,3332,115535,6.65,209,3141,116260,98323,846
Gujarat,Junagadh Corporation,0,246,55555,149,0,0,2025,1155,19938,0.84,19,2271,39988,35519,888
Gujarat,Rajkot Corporation,0,991,252946,940,313,0,4145,7543,343279,10.59,544,5136,332448,263817,794
Gujarat,Surat Corporation,10,3005,638718,1835,24,24,20272,19362,577070,2.59,603,23277,715808,500146,699
Gujarat,Vadodara Corporation,197,2375,369854,1985,3314,239,7782,12307,420857,5.54,563,10157,425077,365738,860
Tamil Nadu,Cheyyar,0,63,28721,319,0,0,280,1100,24805,10.79,37,343,30413,23118,760
Tamil Nadu,Aranthangi,0,10,36788,383,0,0,30,527,18383,25.0,10,40,29677,25487,859
Tamil Nadu,Kovilpatti,0,80,38966,363,0,0,114,566,22006,18.56,36,194,31086,29884,961
Tamil Nadu,Ranipet,138,309,46751,588,0,0,492,1334,37982,9.86,79,801,50537,34191,677
West Bengal,COOCHBEHAR,0,3492,221493,2173,0,0,1854,2482,84107,2.88,154,5346,177503,128083,722
