state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage
Andaman & Nicobar,North and Middle Andaman,477,25,28695,9,0,294,147,3378,3.45,11
Andaman & Nicobar,South Andaman,0,122,54698,41,0,553,451,12883,6.67,45
Andaman & Nicobar,Nicobar,0,0,7642,3,0,0,20,997,0.0,0
Andhra Pradesh,Krishna,0,7001,562699,22339,0,803,1725,111256,2.51,196
Andhra Pradesh,Guntur,0,14435,538162,19415,0,1939,2215,121704,2.6,426
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",0,17635,427589,15066,0,598,344,54198,2.56,467
Andhra Pradesh,Kurnool,0,28931,439491,14292,0,3632,671,64487,1.72,561
Andhra Pradesh,Visakhapatnam,6,14625,516460,16071,9,2691,4526,146329,2.33,404
Andhra Pradesh,Anantapur,82,9648,498019,15753,0,1128,852,68898,2.91,314
Andhra Pradesh,Chittoor,0,17280,566943,18644,0,1358,1334,102778,2.32,432
Andhra Pradesh,East Godavari,0,25031,580413,27509,0,1074,458,117561,1.42,371
Andhra Pradesh,Prakasam,47,3152,437702,15586,0,113,742,69671,3.22,105
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,2250,442111,15714,0,489,652,71649,5.88,161
Andhra Pradesh,Srikakulam,0,44801,381223,16060,0,281,209,52558,1.97,888
Andhra Pradesh,Vizianagaram,0,8148,311030,12120,0,278,251,42927,3.61,304
Andhra Pradesh,West Godavari,0,27610,466795,18895,0,241,241,62069,1.25,349
Arunachal Pradesh,Itanagar Capital Complex,38,9,16963,19,0,56,101,16872,23.08,15
Arunachal Pradesh,Lower Siang,10,0,3901,10,0,0,3,1157,0.0,0
Arunachal Pradesh,Pakke Kessang,0,0,2909,9,0,0,1,1143,0.0,0
Arunachal Pradesh,Changlang,200,94,15317,50,0,27,109,7665,7.44,9
Arunachal Pradesh,Kurung Kumey,0,3,2444,20,0,46,37,2090,42.86,21
Arunachal Pradesh,Anjaw,0,21,2058,4,0,45,8,1451,21.21,14
Arunachal Pradesh,East Kameng,0,2,5777,11,0,7,50,2547,11.11,1
Arunachal Pradesh,Kamle,0,11,1527,4,0,9,8,742,0.0,0
Arunachal Pradesh,Dibang Valley,20,0,735,4,0,1,1,1028,900.0,9
Arunachal Pradesh,Tirap,0,35,3862,38,0,10,12,3117,33.33,15
Arunachal Pradesh,Kra Daadi,0,2,1449,31,0,11,22,1302,53.85,7
Arunachal Pradesh,West Kameng,0,27,12026,10,0,98,113,6071,12.0,15
Arunachal Pradesh,Lohit,0,46,5559,16,0,4,10,2762,0.0,0
Arunachal Pradesh,Tawang,0,11,7231,25,0,0,60,4065,81.82,9
Arunachal Pradesh,Lower Dibang Valley,139,0,6601,9,0,0,14,3230,0.0,0
Arunachal Pradesh,Lower Subansiri,0,9,6680,23,0,0,10,3258,11.11,1
Arunachal Pradesh,Lepa Rada,0,1,3761,1,0,9,7,1629,0.0,0
Arunachal Pradesh,Upper Siang,0,8,5571,4,0,13,21,2250,42.86,9
Arunachal Pradesh,Shi Yomi,0,30,1948,12,0,5,4,701,42.86,15
Arunachal Pradesh,Namsai,29,173,13486,85,0,0,10,3827,9.83,17
Arunachal Pradesh,Siang,10,0,4173,25,0,0,2,1191,0.0,0
Arunachal Pradesh,West Siang,0,8,10080,6,0,12,15,3344,0.0,0
Arunachal Pradesh,Papum Pare,0,31,6962,25,0,102,46,6203,5.26,7
Arunachal Pradesh,Longding,0,0,2112,6,0,0,39,3005,0.0,0
Arunachal Pradesh,Upper Subansiri,0,22,8048,36,0,0,95,3250,36.36,8
Arunachal Pradesh,East Siang,20,1,13651,27,0,6,18,5656,42.86,3
Assam,Dibrugarh,0,1589,125408,912,0,1434,1262,56200,2.22,67
Assam,Sivasagar,0,1355,67623,701,0,763,167,14614,2.93,62
Assam,Tinsukia,0,744,80218,1120,0,232,151,24584,5.53,54
Assam,Baksa,0,505,46976,528,999,819,180,14424,7.25,96
Assam,Barpeta,0,970,125827,851,0,92,644,30629,13.94,148
Assam,Darrang,0,655,66662,1016,0,1150,524,23659,3.05,55
Assam,Kamrup Metropolitan,0,3389,236136,2351,0,1908,6163,202662,4.02,213
Assam,Kamrup Rural,188,1375,162898,1822,0,168,1123,50853,7.58,117
Assam,Karbi-Anglong,0,177,36414,248,0,215,501,18122,12.24,48
Assam,Nalbari,0,557,54907,597,0,1108,453,17069,4.5,75
Assam,Golaghat,0,214,78149,1095,0,843,507,24670,0.28,3
Assam,Jorhat,5,238,86252,727,0,16,351,28815,6.3,16
Assam,Morigaon,0,626,64104,699,0,11,51,14785,2.04,13
Assam,Nagaon,0,586,126602,813,0,751,433,35544,5.46,73
Assam,Bongaigaon,0,275,56070,335,0,164,780,24125,16.17,71
Assam,Chirang,0,93,26182,130,0,452,259,14000,2.75,15
Assam,Dhubri,15,214,73809,513,0,820,345,22022,3.48,36
Assam,Goalpara,48,170,54621,302,0,31,735,27236,39.3,79
Assam,Kokrajhar,10,116,46514,278,0,559,542,23234,11.11,75
Assam,Dhemaji,0,995,61458,539,0,1822,434,20115,4.37,123
Assam,Lakhimpur,0,658,74905,1036,0,1034,600,24290,0.47,8
Assam,Sonitpur,106,335,98754,488,0,416,504,35036,10.52,79
Assam,Udalguri,0,151,45071,428,0,1391,433,18455,4.41,68
Assam,Cachar,50,716,94616,702,0,1121,1100,34391,6.7,123
Assam,Dima Hasao,94,32,19551,30,0,11,319,10019,62.79,27
Assam,Hailakandi,0,431,46677,401,0,867,343,18825,6.32,82
Assam,Karimganj,0,341,61235,600,0,942,243,23205,7.56,97
Bihar,Madhepura,1466,283,119118,118,45,286,1214,39089,8.96,51
Bihar,Saharsa,0,253,124467,216,0,83,1244,38076,7.14,24
Bihar,Supaul,0,357,123853,286,1,731,1804,42069,6.62,72
Bihar,Purnia,0,689,222683,722,0,224,2302,79065,8.43,77
Bihar,Araria,0,853,138365,575,0,489,1819,49308,3.58,48
Bihar,Katihar,75,490,116040,201,1,1609,2230,64431,2.91,61
Bihar,Kishanganj,0,361,76841,162,1,1226,1163,33561,7.12,113
Bihar,Aurangabad,0,966,101926,644,0,115,1384,45439,10.08,109
Bihar,Arwal,0,170,34156,97,0,2,423,13312,4.65,8
Bihar,Gaya,9315,2048,220890,830,29,1146,2678,101571,4.88,156
Bihar,Kaimur,1862,312,92982,334,0,97,1019,31483,5.13,21
Bihar,Rohtas,1235,1262,164895,752,0,165,2032,60039,2.31,33
Bihar,Bhagalpur,0,689,213382,818,0,591,2407,78852,2.34,30
Bihar,Banka,175,238,124595,205,228,874,804,36868,0.72,8
Bihar,Lakhisarai,10,199,45429,162,0,82,658,19495,3.57,10
Bihar,Munger,0,317,83090,238,0,268,965,33788,0.85,5
Bihar,Muzaffarpur,0,640,238123,658,0,503,3283,112903,4.11,47
Bihar,Sheohar,0,118,55726,113,0,0,489,13143,10.17,12
Bihar,Sitamarhi,0,300,177706,196,0,17,2190,61468,4.1,13
Bihar,Vaishali,0,581,218100,742,0,826,2321,63241,7.32,103
Bihar,Nalanda,1433,559,223684,303,0,593,1994,72578,5.9,68
Bihar,Jehanabad,0,111,62032,84,0,81,743,28031,14.58,28
Bihar,Nawada,6203,371,130767,251,255,645,1695,44437,8.27,84
Bihar,Sheikhpura,0,95,41284,91,0,107,430,13437,13.86,28
Bihar,Darbhanga,0,756,258686,1216,0,133,2728,88721,3.49,31
Bihar,Madhubani,0,567,254871,619,0,2,2793,81226,0.18,1
Bihar,Samastipur,0,370,248518,472,0,78,2668,87572,0.47,2
Bihar,Patna,239,5241,495803,1813,0,2032,7700,219394,4.36,317
Bihar,Begusarai,0,723,199350,454,0,152,2035,67857,9.71,85
Bihar,Bhojpur,0,739,145008,458,0,82,1895,56033,4.75,39
Bihar,Buxar,1125,549,109119,464,0,168,956,32257,7.39,53
Bihar,Khagaria,188,443,87914,213,0,103,959,31052,6.23,34
Bihar,Saran,0,1366,280256,685,0,293,2566,95140,12.72,211
Bihar,Siwan,16420,1687,280786,730,0,217,2142,70578,9.24,176
Bihar,Gopalganj,0,760,142886,470,0,177,1538,45582,9.93,93
Bihar,East Champaran,0,2075,249752,1580,0,218,3205,102635,4.67,107
Bihar,West Champaran,540,423,158843,788,111,168,2389,72095,11.68,69
Bihar,Jamui,255,274,102746,142,139,895,1017,35100,4.36,51
Chandigarh,Chandigarh,120,1034,195123,942,0,3934,2918,69539,4.27,212
Chhattisgarh,Raipur,345,542,322965,383,0,211,99,62474,16.87,127
Chhattisgarh,Balod,4399,286,163627,199,0,10,2,9630,4.73,14
Chhattisgarh,Baloda bazar,394,161,183856,117,0,7,5,9937,1.19,2
Chhattisgarh,Balrampur,4968,537,125665,131,0,20,3,12148,7.72,43
Chhattisgarh,Bastar,442,275,137074,191,0,77,18,22270,22.16,78
Chhattisgarh,Bemetara,10548,40,92054,35,0,0,1,6252,0.0,0
Chhattisgarh,Bijapur,940,16,36073,27,0,20,9,17152,38.89,14
Chhattisgarh,Bilaspur,239,339,312691,221,0,56,25,30254,11.39,45
Chhattisgarh,Dantewada,280,25,56442,23,0,5,4,13644,0.0,0
Chhattisgarh,Dhamtari,789,49,167984,32,0,12,4,10379,14.75,9
Chhattisgarh,Durg,1794,261,333856,365,0,77,48,35649,15.38,52
Chhattisgarh,Gariaband,769,35,98883,66,0,1,0,6786,38.89,14
Chhattisgarh,Janjgir-Champa,0,379,260782,217,0,22,5,14814,9.73,39
Chhattisgarh,Jashpur,1173,341,154660,58,0,5,0,14836,4.05,14
Chhattisgarh,Kanker,3800,133,134170,69,0,25,12,21209,7.59,12
Chhattisgarh,Kondagaon,900,151,105137,110,0,5,13,10079,8.97,14
Chhattisgarh,Korba,1042,492,264547,1036,0,205,21,18240,9.04,63
Chhattisgarh,Koriya,5860,650,102411,303,0,53,10,10523,19.49,137
Chhattisgarh,Mahasamund,0,26,237047,35,0,1,3,10388,11.11,3
Chhattisgarh,Mungeli,252,23,124250,5,0,0,1,6031,30.43,7
Chhattisgarh,Narayanpur,0,31,15742,14,0,89,2,7032,0.0,0
Chhattisgarh,Raigarh,2089,133,350840,60,0,10,3,25801,4.9,7
Chhattisgarh,Rajnandgaon,2110,129,277993,74,0,16,11,20466,17.24,25
Chhattisgarh,Sukma,0,72,49241,36,0,174,2,21208,1.63,4
Chhattisgarh,Surajpur,0,69,162209,39,0,11,8,12911,25.0,20
Chhattisgarh,Surguja,25,161,211437,62,0,10,4,16499,5.26,9
Chhattisgarh,Kawardha,3800,308,118150,303,0,49,219,11995,6.44,23
Chhattisgarh,Gaurela Pendra Marwahi ,1200,59,63780,70,0,0,1,4039,35.59,21
Dadra and Nagar Haveli,Dadra and Nagar Haveli,152,189,34496,122,0,2711,2388,40952,4.14,120
Daman and Diu,Daman,0,133,28255,83,0,2278,2442,34361,0.79,19
Daman and Diu,Diu,0,90,10969,77,0,548,645,11571,0.31,2
Delhi,New Delhi,334,4319,236206,1227,28,2120,1305,105548,3.43,221
Delhi,Central Delhi,3129,1765,268833,1142,0,3026,2290,183692,3.74,179
Delhi,West Delhi,285,1104,348632,867,0,139,128,133279,7.8,97
Delhi,North West Delhi,2704,2196,325977,1326,0,1352,1386,172376,5.41,192
Delhi,South East Delhi,4,4539,223181,1208,0,5734,3738,164658,1.92,197
Delhi,East Delhi,21,2065,185112,964,0,966,960,85412,2.61,79
Delhi,North Delhi,224,2457,177899,692,0,348,155,120746,4.81,135
Delhi,North East Delhi,279,2104,140521,903,0,333,192,105108,3.0,73
Delhi,Shahdara,0,1873,189908,622,0,134,811,113249,2.14,43
Delhi,South Delhi,89,2057,240517,1214,0,6315,5124,192344,3.81,319
Delhi,South West Delhi,454,3846,309544,1433,49,4510,2172,121330,2.2,184
Goa,North Goa,132,1948,147452,1265,9,1686,1186,52045,3.74,136
Goa,South Goa,186,1325,180804,1784,0,1399,1085,46164,4.26,116
Gujarat,Gandhinagar,0,2656,181264,1782,0,63,55,29442,4.45,121
Gujarat,Ahmedabad,0,2569,349570,1274,0,203,87,26385,3.17,88
Gujarat,Vadodara,152,3142,271171,2413,0,613,623,56460,2.53,95
Gujarat,Kheda,0,3286,310123,2673,0,232,196,57372,8.02,282
Gujarat,Surendranagar,0,2041,162576,2153,0,207,152,17847,5.87,132
Gujarat,Aravalli,185,1787,222651,348,0,49,23,21594,1.85,34
Gujarat,Banaskantha,0,5299,622139,2867,0,275,72,51478,2.8,156
Gujarat,Mehsana,0,2217,367189,2500,0,5604,5059,97317,3.31,259
Gujarat,Patan,96,2056,181750,1683,0,155,124,29428,10.81,239
Gujarat,Sabarkantha,74,3042,265596,2091,0,62,11,32249,2.45,76
Gujarat,Dang,0,105,30298,45,0,8,5,5395,6.19,7
Gujarat,Navsari,56,1901,256661,1134,0,171,60,29205,4.73,98
Gujarat,Surat,53,1370,189922,1107,0,169,140,36320,11.11,171
Gujarat,Tapi,0,2213,131057,1547,0,83,19,14842,3.66,84
Gujarat,Valsad,190,1727,244667,1081,0,1299,481,38742,6.08,184
Gujarat,Devbhumi Dwaraka,0,976,106458,360,0,137,46,17096,5.12,57
Gujarat,Jamnagar,0,509,160465,604,0,486,306,42988,4.52,45
Gujarat,Kutch,917,1504,259837,1159,0,5044,3660,89107,3.39,222
Gujarat,Morbi,49,860,115151,661,0,46,24,11568,7.06,64
Gujarat,Porbandar,0,500,133252,112,0,119,53,17755,5.01,31
Gujarat,Rajkot,494,1638,245606,1532,0,12,13,23570,8.48,140
Gujarat,Amreli,0,1822,235500,465,0,64,15,19787,6.04,114
Gujarat,Bhavnagar,0,1348,223188,972,0,49,28,45018,7.37,103
Gujarat,Botad,364,685,59604,638,0,48,4,8563,14.6,107
Gujarat,Gir Somnath,105,1746,168750,810,0,150,42,20297,6.01,114
Gujarat,Junagadh,0,1255,190884,1835,0,105,110,19587,11.03,150
Gujarat,Anand,30,3267,376540,1761,0,108,31,38164,4.3,145
Gujarat,Bharuch,0,3784,216013,2031,0,3981,3458,88493,2.64,205
Gujarat,Chhotaudepur,39,4491,156555,505,0,16,10,14251,0.29,13
Gujarat,Dahod,302,3578,319593,1265,0,207,58,30831,2.51,95
Gujarat,Mahisagar,0,2329,242174,171,0,69,10,15199,0.5,12
Gujarat,Narmada,0,627,124764,268,0,325,20,13126,1.89,18
Gujarat,Panchmahal,0,2073,284460,1721,0,143,21,26126,3.34,74
Haryana,Kurukshetra,0,580,133765,694,0,492,1280,34518,4.48,48
Haryana,Panchkula,0,516,115602,563,0,101,1326,55926,6.97,43
Haryana,Gurgaon,3,2571,382056,1860,0,10583,9314,242002,2.17,286
Haryana,Jhajjar,0,668,130602,601,0,441,865,38945,8.21,91
Haryana,Kaithal,17,918,104665,817,0,425,841,41762,8.71,117
Haryana,Hisar,0,558,159546,582,0,102,1489,55756,9.09,60
Haryana,Rohtak,94,837,131571,631,0,555,1187,45701,7.76,108
Haryana,Ambala,0,693,215370,668,0,2552,2509,98833,2.93,95
Haryana,Sirsa,0,540,172662,630,0,378,867,42074,15.47,142
Haryana,Panipat,115,496,129612,501,0,694,1156,46665,5.88,70
Haryana,Fatehabad,0,533,97174,693,0,556,1191,36043,10.19,111
Haryana,Yamunanagar,0,874,169176,889,0,603,755,45625,4.94,73
Haryana,Sonipat,101,1369,209060,1753,0,1364,1671,71402,5.7,157
Haryana,Faridabad,98,824,315411,1780,100,2216,4682,128132,2.63,80
Haryana,Bhiwani,0,786,145631,859,0,797,1152,41111,9.92,157
Haryana,Charkhi Dadri,0,989,96046,790,0,13,723,25444,4.79,48
Haryana,Rewari,200,1200,140425,999,0,1783,1229,41967,2.58,77
Haryana,Karnal,278,3952,211414,1217,0,264,1280,65590,2.94,124
Haryana,Jind,0,827,122997,683,0,865,960,37525,4.02,68
Haryana,Nuh,0,54,39260,419,0,385,863,26840,9.34,41
Haryana,Mahendragarh,0,747,137451,1012,0,17,848,39064,12.57,96
Haryana,Palwal,0,464,137705,839,0,459,1684,51672,7.26,67
Himachal Pradesh,Shimla,0,818,214820,399,0,285,924,32152,6.98,77
Himachal Pradesh,Solan,57,781,131407,834,0,1489,1139,25931,3.52,80
Himachal Pradesh,Lahaul Spiti,0,0,8096,3,0,0,31,1207,0.0,0
Himachal Pradesh,Kullu,0,113,105611,183,0,158,526,12605,10.7,29
Himachal Pradesh,Sirmaur,0,410,87893,310,0,776,857,17133,8.77,104
Himachal Pradesh,Kangra,577,2479,388376,1608,0,622,1531,41314,4.8,149
Himachal Pradesh,Chamba,0,542,112232,636,0,118,607,15700,10.61,70
Himachal Pradesh,Mandi,0,455,276668,443,0,153,993,28502,11.84,72
Himachal Pradesh,Kinnaur,0,130,23773,102,0,106,143,4290,14.41,34
Himachal Pradesh,Hamirpur,28,136,159000,166,0,93,448,12839,13.54,31
Himachal Pradesh,Una,97,529,147360,505,0,132,605,14599,13.46,89
Himachal Pradesh,Bilaspur,56,179,123063,170,0,194,392,11373,15.28,57
Jammu & Kashmir,Srinagar,585,1574,134243,2266,0,2273,3147,74324,3.46,133
Jammu & Kashmir,Kulgam,0,455,86505,963,0,3,12,7558,20.09,92
Jammu & Kashmir,Shopian,0,0,64043,48,0,0,4,4412,0.0,0
Jammu & Kashmir,Bandipore,0,828,73324,828,0,14,17,7554,15.2,128
Jammu & Kashmir,Anantnag,0,1268,145158,1387,0,1870,934,19668,10.26,322
Jammu & Kashmir,Baramulla,1048,773,194736,1432,0,2722,2505,35915,6.44,225
Jammu & Kashmir,Kupwara,0,494,74371,1209,0,85,41,12812,12.26,71
Jammu & Kashmir,Pulwama,0,1920,97764,1595,0,118,119,15181,6.97,142
Jammu & Kashmir,Ganderbal,0,51,71272,132,0,6,8,6000,22.81,13
Jammu & Kashmir,Budgam,180,311,142931,686,0,2280,1650,28949,5.36,139
Jammu & Kashmir,Jammu,3370,571,389966,467,0,3825,5010,99509,3.73,164
Jammu & Kashmir,Kishtwar,1049,325,43328,311,0,56,70,8139,7.61,29
Jammu & Kashmir,Doda,2048,250,70824,745,0,6,19,8493,12.84,33
Jammu & Kashmir,Udhampur,0,203,111496,548,0,2569,3173,35901,3.17,88
Jammu & Kashmir,Kathua,2293,677,126916,500,0,1435,3073,32783,4.17,88
Jammu & Kashmir,Ramban,906,163,62172,491,60,33,29,7510,17.35,34
Jammu & Kashmir,Samba,0,72,83625,90,0,40,57,10469,7.14,8
Jammu & Kashmir,Rajouri,4192,665,99170,987,0,3485,2935,31924,6.27,260
Jammu & Kashmir,Poonch,899,853,92694,993,0,25,12,8494,8.2,72
Jammu & Kashmir,Reasi,0,392,63950,807,0,33,111,9647,10.59,45
Jharkhand,Ranchi,32,1228,237540,491,0,4527,3731,102608,4.95,285
Jharkhand,Koderma,0,371,61189,88,0,916,935,18233,6.45,83
Jharkhand,Bokaro,0,1027,146476,226,0,452,627,50692,2.1,31
Jharkhand,Garhwa,2586,495,81412,286,9101,2190,1046,32695,3.91,105
Jharkhand,Latehar,1150,110,48593,54,1869,620,433,23282,2.74,20
Jharkhand,Chatra,0,508,75049,123,0,25,524,23414,29.46,157
Jharkhand,Palamu,200,725,168153,306,170,610,1632,45376,10.86,145
Jharkhand,East Singhbhum,2,1590,262014,837,0,1753,1834,70394,0.81,27
Jharkhand,Seraikela Kharsawan,42,282,89600,283,0,569,695,26761,9.3,80
Jharkhand,Simdega,850,136,46259,46,3284,731,401,16749,8.42,73
Jharkhand,Lohardaga,17,56,44226,23,181,542,477,13700,8.01,46
Jharkhand,Gumla,1500,250,85499,101,801,971,564,22012,4.01,49
Jharkhand,Khunti,341,125,52592,50,6,403,622,24014,19.32,102
Jharkhand,Deoghar,2680,1550,82614,1040,0,643,1362,47257,7.16,157
Jharkhand,Ramgarh,64,262,77987,201,0,230,686,31980,5.69,28
Jharkhand,Hazaribagh,51,368,135523,200,0,1337,1568,52551,4.99,85
Jharkhand,Giridih,0,269,153612,151,0,12,1304,49565,13.88,39
Jharkhand,Dhanbad,0,851,225482,335,0,739,1459,60696,3.14,50
Jharkhand,Dumka,38,328,105401,252,99,742,996,34876,1.87,20
Jharkhand,Jamtara,1012,297,63117,205,395,730,822,23312,8.08,83
Jharkhand,Sahebganj,216,183,49228,318,114,737,824,24056,5.43,50
Jharkhand,Pakur,24,540,61468,443,1923,716,741,23304,5.1,64
Jharkhand,Godda,417,517,73547,224,0,571,801,28825,10.29,112
Jharkhand,West Singhbhum,642,221,111512,99,247,1248,1004,35855,4.15,61
Karnataka,Belgaum,1993,3820,527741,2234,0,2171,2193,74567,7.66,459
Karnataka,Bangalore Urban,0,3200,207514,1738,148,10297,5114,84317,2.3,310
Karnataka,Mysore,9,1673,634895,1662,0,6075,3173,82726,5.32,412
Karnataka,Gulbarga,0,1248,202425,1024,0,2839,2365,49572,7.9,323
Karnataka,Chitradurga,2921,2100,267065,2854,0,1355,1027,26178,9.12,315
Karnataka,Dakshina Kannada,0,3179,262733,2496,0,3429,2420,67433,5.18,342
Karnataka,Bagalkot,0,2337,246830,1943,0,1359,1058,35994,9.58,354
Karnataka,Chamarajanagar,0,1606,146937,819,0,1285,657,16851,9.65,279
Karnataka,Bidar,0,1684,199958,1263,0,3030,1699,38771,7.76,366
Karnataka,Chikamagalur,0,615,193438,1549,0,401,870,20842,10.24,104
Karnataka,Bellary,349,2664,381916,1410,0,3205,1829,45712,3.94,231
Karnataka,Davanagere,25,4010,206306,2273,0,1380,1468,31788,4.64,250
Karnataka,Bangalore Rural,0,2654,144831,1169,0,2490,1376,32208,5.18,266
Karnataka,Kolar,0,1085,204682,2082,0,13738,10486,98613,3.42,507
Karnataka,Dharwad,0,1158,218152,530,0,1768,1532,41000,4.92,144
Karnataka,Haveri,0,1444,131585,367,0,991,572,17366,5.54,135
Karnataka,Gadag,209,1044,148934,787,0,1006,923,22073,15.61,320
Karnataka,Uttar Kannada,0,688,209950,638,0,2516,1738,34770,4.24,136
Karnataka,Koppal,120,625,199945,713,0,2611,1333,26980,7.85,254
Karnataka,Kodagu,0,1838,96460,911,0,725,1188,17305,8.08,207
Karnataka,Raichur,0,675,165240,209,0,4076,2017,32841,4.19,199
Karnataka,Yadgir,4009,700,128654,729,0,1123,875,17136,14.1,257
Karnataka,Udupi,0,5978,208112,2486,0,2650,2590,43229,5.24,452
Karnataka,Shimoga,0,4441,245645,1896,0,2062,1593,39603,8.41,547
Karnataka,Tumkur,47,2587,385943,3624,0,3506,3029,52757,7.17,437
Karnataka,Hassan,0,1910,287983,1280,0,2757,2606,47103,7.78,363
Karnataka,Mandya,0,3898,276922,1847,0,2368,1526,32789,4.85,304
Karnataka,Chikkaballapur,0,831,216355,438,0,2283,1575,27477,8.86,276
Karnataka,Ramanagara,0,1380,203066,1237,0,2982,1353,24007,7.52,328
Karnataka,Vijayapura,0,1973,237532,1007,0,1049,802,35233,9.53,288
Karnataka,BBMP,963,22855,1479777,16129,119,65727,51806,724376,2.0,1768
Kerala,Kasaragod,89,9555,276344,2406,0,651,825,27477,2.19,224
Kerala,Thiruvananthapuram,0,21392,702388,6377,0,8544,4450,123754,1.82,544
Kerala,Kannur,0,5733,461403,4527,0,5991,2371,63401,2.35,276
Kerala,Kollam,81,5878,478233,3468,81,3500,2471,68063,2.37,222
Kerala,Wayanad,0,7071,211527,1949,0,471,885,24963,1.7,128
Kerala,Pathanamthitta,0,5668,371035,2572,0,1335,1230,40896,4.67,327
Kerala,Alappuzha,0,4402,441679,3594,0,2254,1377,47094,4.27,284
Kerala,Malappuram,77,7585,496113,3487,0,3106,1529,68871,5.23,559
Kerala,Thrissur,112,20016,597604,3984,0,949,1853,65737,2.65,555
Kerala,Kottayam,0,6263,417790,3575,0,108,1115,47400,3.28,209
Kerala,Kozhikode,0,301,545055,4932,0,7898,1850,75908,5.87,481
Kerala,Idukki,0,6924,230885,2944,0,84,525,24033,3.03,212
Kerala,Ernakulam,0,16542,695977,6004,0,204,2253,102939,2.77,464
Kerala,Palakkad,0,497,398097,3706,0,2537,1265,58301,8.44,256
Ladakh,Kargil,0,0,28312,40,0,0,1206,20312,0.0,0
Ladakh,Leh,0,29,37474,13,0,3993,1889,30715,1.44,58
Lakshadweep,Lakshadweep,79,2,19855,47,0,201,226,5162,8.37,17
Madhya Pradesh,Bhopal,3517,1679,392618,1043,0,22227,13302,246806,2.69,644
Madhya Pradesh,Gwalior,164,1112,265911,504,0,11460,8273,126439,4.2,528
Madhya Pradesh,Indore,25,3485,608721,1918,1,38499,21491,313061,1.94,816
Madhya Pradesh,Jabalpur,172,1864,355687,1074,0,13897,9623,143001,2.28,359
Madhya Pradesh,Rewa,0,730,257212,375,44,5163,3629,62026,3.51,207
Madhya Pradesh,Sagar,1998,607,316862,341,0,5952,4009,61648,2.15,141
Madhya Pradesh,Ujjain,995,973,276193,702,0,7775,5874,89769,2.65,232
Madhya Pradesh,Mandsaur,114,679,102468,429,0,3300,1315,24324,1.28,51
Madhya Pradesh,Agar,74,250,39725,150,0,1338,892,14621,1.39,22
Madhya Pradesh,Shajapur,1268,207,82474,142,0,1964,1287,21221,3.18,69
Madhya Pradesh,Ratlam,0,929,120449,690,0,2757,1913,33332,2.55,94
Madhya Pradesh,Neemuch,0,984,77761,416,0,2033,1432,26756,2.75,83
Madhya Pradesh,Dewas,0,527,129986,224,0,6081,2576,38675,1.69,112
Madhya Pradesh,Tikamgarh,0,187,106642,63,13,2183,1208,25492,3.8,90
Madhya Pradesh,Panna,350,167,51552,99,101,962,883,18341,8.95,101
Madhya Pradesh,Damoh,146,278,81244,145,0,1636,1317,24111,4.49,86
Madhya Pradesh,Chhatarpur,231,501,140588,242,0,2470,1816,31060,2.66,79
Madhya Pradesh,Umaria,152,154,47458,133,0,303,632,12274,13.79,63
Madhya Pradesh,Singrauli,28,183,80744,72,0,2175,1341,22253,5.82,137
Madhya Pradesh,Sidhi,0,189,75954,81,0,1385,1026,19713,5.46,86
Madhya Pradesh,Shahdol,0,266,125860,76,0,5670,2464,32884,3.44,204
Madhya Pradesh,Satna,475,415,182776,193,0,3940,2454,47768,3.33,145
Madhya Pradesh,Anuppur,0,89,57174,41,0,1818,986,16215,0.16,3
Madhya Pradesh,Mandla,0,244,78172,101,0,1542,1163,22150,5.26,94
Madhya Pradesh,Dindori,146,224,58437,108,80,604,470,12678,14.73,122
Madhya Pradesh,Chhindwara,0,550,158098,359,0,3071,2291,46165,3.01,109
Madhya Pradesh,Balaghat,274,617,161243,301,0,4061,2522,41745,2.39,112
Madhya Pradesh,Khandwa,0,632,102073,166,0,3100,1734,29218,3.43,128
Madhya Pradesh,Jhabua,148,143,46081,103,0,1723,1221,23536,1.29,24
Madhya Pradesh,Dhar,0,234,141660,177,0,5785,3392,52959,1.51,91
Madhya Pradesh,Burhanpur,5,744,78924,225,0,1432,1000,17392,3.4,74
Madhya Pradesh,Barwani,77,294,61162,241,0,2018,1392,24550,1.64,38
Madhya Pradesh,Khargone,84,710,117842,415,0,3367,2288,39021,1.79,73
Madhya Pradesh,Shivpuri,136,186,115490,94,0,5015,2566,40630,2.29,119
Madhya Pradesh,Sheopur,0,206,43463,158,0,731,613,13803,5.66,53
Madhya Pradesh,Morena,0,545,133204,299,0,4231,2685,41439,2.39,114
Madhya Pradesh,Guna,8,423,107179,257,0,1958,1376,24626,2.06,49
Madhya Pradesh,Seoni,74,890,113376,458,0,2541,1715,27535,2.01,69
Madhya Pradesh,Datia,0,476,74070,208,0,1486,1106,18796,3.98,78
Madhya Pradesh,Bhind,0,391,126012,209,0,3538,2226,36224,2.77,108
Madhya Pradesh,Narsinghpur,0,388,97814,285,0,1419,1482,23903,5.15,93
Madhya Pradesh,Katni,38,244,114591,163,5,2573,1889,28956,3.66,103
Madhya Pradesh,Ashoknagar,65,350,73692,98,0,1323,993,18338,2.21,37
Madhya Pradesh,Vidisha,68,299,129279,148,0,2026,1356,28141,2.8,65
