state,district,slots,today,Total doses til date,avgdaily
Telangana,Sangareddy,0,159,117318,-61
Telangana,Siddipet,0,2590,187287,25
Telangana,Suryapet,0,913,113418,54
Telangana,Vikarabad,302,48,53644,5
Telangana,Wanaparthy,0,144,46169,0
Telangana,Warangal(Rural),0,620,48501,-2
Telangana,Warangal(Urban),0,3707,147907,22
Telangana,Yadadri Bhuvanagiri,0,2342,154438,-14
Telangana,Mulugu,0,1187,49602,62
Telangana,Narayanpet,0,140,27928,4
Tripura,Dhalai,0,680,80041,267
Tripura,Gomati,916,521,85152,382
Tripura,Khowai,0,434,64845,211
Tripura,North Tripura,9,54,102770,38
Tripura,Sepahijala,0,148,113174,84
Tripura,South Tripura,0,0,126488,1305
Tripura,Unakoti,156,173,60014,135
Tripura,West Tripura,0,2193,273104,825
Uttar Pradesh,Agra,150,1354,237837,1545
Uttar Pradesh,Aligarh,184,2655,166648,1231
Uttar Pradesh,Prayagraj,697,2135,271802,1451
Uttar Pradesh,Ambedkar Nagar,1100,924,94960,610
Uttar Pradesh,Amethi,684,1164,112954,578
Uttar Pradesh,Amroha,99,903,78908,584
Uttar Pradesh,Auraiya,75,750,61299,515
Uttar Pradesh,Azamgarh,1802,1707,170633,879
Uttar Pradesh,Badaun,1651,1774,166985,792
Uttar Pradesh,Baghpat,276,2413,124285,1430
Uttar Pradesh,Bahraich,6597,2290,206638,1634
Uttar Pradesh,Balarampur,3000,1700,167448,1181
Uttar Pradesh,Ballia,1395,1003,142214,717
Uttar Pradesh,Banda,767,254,81279,239
Uttar Pradesh,Barabanki,161,4493,145901,3455
Uttar Pradesh,Bareilly,1108,1734,238570,1311
Uttar Pradesh,Basti,611,831,144932,578
Uttar Pradesh,Bijnour,583,2474,173486,1704
Uttar Pradesh,Bulandshahr,2525,3584,194258,2595
Uttar Pradesh,Chandauli,2836,548,91683,464
Uttar Pradesh,Chitrakoot,980,378,44725,216
Uttar Pradesh,Deoria,3428,1575,158926,899
Uttar Pradesh,Etah,564,795,70269,492
Uttar Pradesh,Etawah,336,522,80844,395
Uttar Pradesh,Ayodhya,196,987,100094,570
Uttar Pradesh,Farrukhabad,6935,321,85312,229
Uttar Pradesh,Fatehpur,1314,821,119773,663
Uttar Pradesh,Firozabad,797,888,118893,646
Uttar Pradesh,Gautam Buddha Nagar,155,2050,286369,1466
Uttar Pradesh,Ghaziabad,37,3245,306308,2815
Uttar Pradesh,Ghazipur,12859,1723,140031,1392
Uttar Pradesh,Gonda,2814,2398,170092,2117
Uttar Pradesh,Gorakhpur,184,3142,263880,2328
Uttar Pradesh,Hamirpur,70,186,78497,322
Uttar Pradesh,Hapur,280,1541,83600,888
Uttar Pradesh,Hardoi,6642,795,136329,510
Uttar Pradesh,Hathras,3108,1397,100211,785
Uttar Pradesh,Jalaun,2214,1194,96618,944
Uttar Pradesh,Jaunpur,562,1437,229874,893
Uttar Pradesh,Jhansi,182,844,102945,662
Uttar Pradesh,Kannauj,5596,244,55696,227
Uttar Pradesh,Kanpur Dehat,809,821,91004,596
Uttar Pradesh,Kanpur Nagar,157,2769,306254,2347
Uttar Pradesh,Kasganj,1543,300,58404,231
Uttar Pradesh,Kaushambi,0,622,67772,425
Uttar Pradesh,Kushinagar,731,1949,166397,1226
Uttar Pradesh,Lakhimpur Kheri,2148,1483,139480,934
Uttar Pradesh,Lalitpur,4500,167,62856,144
Uttar Pradesh,Lucknow,330,5138,418348,3156
Uttar Pradesh,Maharajganj,1504,914,123550,422
Uttar Pradesh,Mahoba,2643,619,86890,649
Uttar Pradesh,Mainpuri,635,893,90847,661
Uttar Pradesh,Mathura,279,3068,167503,1686
Uttar Pradesh,Mau,3350,953,90142,612
Uttar Pradesh,Meerut,37,4408,313351,2985
Uttar Pradesh,Mirzapur,393,1319,141983,904
Uttar Pradesh,Moradabad,231,1892,144044,1072
Uttar Pradesh,Muzaffarnagar,5540,1119,154693,1197
Uttar Pradesh,Pilibhit,1282,802,152423,659
Uttar Pradesh,Raebareli,742,190,113820,318
Uttar Pradesh,Pratapgarh,3743,1297,135877,853
Uttar Pradesh,Rampur,1393,853,96758,363
Uttar Pradesh,Saharanpur,2,1720,208004,1945
Uttar Pradesh,Sambhal,1304,467,84570,318
Uttar Pradesh,Sant Kabir Nagar,1525,964,76081,656
Uttar Pradesh,Bhadohi,1590,1411,97622,723
Uttar Pradesh,Shahjahanpur,681,2102,152354,1384
Uttar Pradesh,Shamli,1224,1239,81214,836
Uttar Pradesh,Shravasti,3506,938,53149,607
Uttar Pradesh,Siddharthnagar,9954,1073,165383,1115
Uttar Pradesh,Sitapur,2116,1213,192542,1066
Uttar Pradesh,Sonbhadra,728,420,76801,235
Uttar Pradesh,Sultanpur,397,1481,133647,976
Uttar Pradesh,Unnao,617,878,167957,799
Uttar Pradesh,Varanasi,361,3145,255618,2509
Uttarakhand,Dehradun,72,1901,356620,1291
Uttarakhand,Pauri Garhwal,0,366,139637,194
Uttarakhand,Chamoli,248,332,89857,160
Uttarakhand,Rudraprayag,0,127,52671,99
Uttarakhand,Tehri Garhwal,0,555,107668,238
Uttarakhand,Haridwar,1861,1889,227861,762
Uttarakhand,Uttarkashi,51,33,74158,21
Uttarakhand,Almora,22,343,122757,232
Uttarakhand,Udham Singh Nagar,0,557,172374,232
Uttarakhand,Pithoragarh,784,748,72414,223
Uttarakhand,Bageshwar,10,134,59319,152
Uttarakhand,Champawat,113,133,56039,52
Uttarakhand,Nainital,287,1071,167387,365
West Bengal,Alipurduar District,0,1495,137591,915
West Bengal,Bankura,0,552,189495,619
West Bengal,Basirhat HD (North 24 Parganas),0,1063,218409,290
West Bengal,Birbhum,0,1982,200996,459
West Bengal,Bishnupur HD (Bankura),41,376,68346,247
West Bengal,Cooch Behar,0,0,0,0
West Bengal,Dakshin Dinajpur,0,1011,154887,293
West Bengal,Darjeeling,0,901,220706,1073
West Bengal,Diamond Harbor HD (S 24 Parganas),0,1350,271086,1837
West Bengal,East Bardhaman,0,3126,424062,1241
West Bengal,Hoogly,0,4113,579663,2239
West Bengal,Howrah,0,1432,416322,1520
West Bengal,Jalpaiguri,0,1022,127146,980
West Bengal,Jhargram,0,449,46556,348
West Bengal,Kalimpong,0,1113,50381,359
West Bengal,Kolkata,0,4320,1040868,2390
West Bengal,Malda,0,1191,255640,1281
West Bengal,Murshidabad,0,1850,435500,913
West Bengal,Nadia,0,2001,356382,1233
West Bengal,Nandigram HD (East Medinipore),0,193,238401,109
West Bengal,North 24 Parganas,25,1724,698907,2696
West Bengal,Paschim Medinipore,0,2899,345827,806
West Bengal,Purba Medinipore,0,309,322097,2509
West Bengal,Purulia,79,1596,182331,2113
West Bengal,Rampurhat HD (Birbhum),4,1827,136030,927
West Bengal,South 24 Parganas,3,4012,434815,2785
West Bengal,Uttar Dinajpur,0,1091,153143,1109
West Bengal,West Bardhaman,0,2111,200800,919
Assam,Hojai,78,2002,66614,759
Assam,Biswanath,0,1516,47460,594
Assam,Charaideo,0,934,31955,397
Assam,Majuli,0,272,26433,203
Assam,South Salmara Mankachar,696,117,6626,105
Assam,West Karbi Anglong,0,60,13251,93
Gujarat,Ahmedabad Corporation,22,4671,811463,3894
Gujarat,Bhavnagar Corporation,0,264,94863,171
Gujarat,Gandhinagar Corporation,0,540,54230,399
Gujarat,Jamnagar Corporation,0,498,90938,306
Gujarat,Junagadh Corporation,0,133,53744,121
Gujarat,Rajkot Corporation,0,1224,239762,849
Gujarat,Surat Corporation,0,2674,616144,1447
Gujarat,Vadodara Corporation,19,1973,342981,1623
Tamil Nadu,Cheyyar,0,215,24023,230
Tamil Nadu,Aranthangi,39,410,31743,442
Tamil Nadu,Kovilpatti,408,611,31896,461
Tamil Nadu,Ranipet,1298,165,39130,189
West Bengal,COOCHBEHAR,0,768,198916,367
