state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Uttar Pradesh,Deoria,261,385494,3702,1,0,511,8249,302280,3.63,28,772,403097,284401,706,118654,569120,10345,14,1605
Uttar Pradesh,Etah,314,185015,2529,26,0,676,4713,170919,3.03,30,990,202738,153108,755,47365,308569,6729,15,513
Uttar Pradesh,Etawah,897,213251,2358,357,0,1851,4614,176320,2.26,62,2748,219609,169858,773,59048,330523,6388,19,583
Uttar Pradesh,Ayodhya,2593,272329,3719,50,0,5110,7028,341616,1.52,117,7703,347655,265938,765,91972,521973,9711,37,1035
Uttar Pradesh,Farrukhabad,842,221859,2609,301,0,1686,5410,180086,2.77,70,2530,228317,173514,760,61011,340934,7481,23,538
Uttar Pradesh,Fatehpur,662,322374,4054,2,0,1194,6335,266382,1.83,34,1856,322487,266156,825,86252,502504,9486,42,902
Uttar Pradesh,Firozabad,1567,267882,3644,186,0,2744,6300,274693,2.06,89,4311,305002,237434,778,74240,468335,9117,19,827
Uttar Pradesh,Gautam Buddha Nagar,2823,632745,3915,2383,995,12126,15489,1042535,1.95,291,14949,1033643,641066,620,306059,1369221,14817,64,4586
Uttar Pradesh,Ghaziabad,789,710749,6152,3633,3633,2420,14832,846444,2.52,81,3209,880980,675680,767,283687,1273506,17634,16,3349
Uttar Pradesh,Ghazipur,1116,448424,4573,77,0,2364,9695,389398,2.01,70,3480,468948,368464,786,104355,733467,13448,17,819
Uttar Pradesh,Gonda,1457,595125,5694,10705,0,2627,11021,438690,1.62,66,4084,575167,458326,797,113634,920181,15609,74,1105
Uttar Pradesh,Gorakhpur,1902,641739,6549,51,51,4405,12525,734730,1.63,103,6307,771568,604327,783,221526,1154943,16735,32,2338
Uttar Pradesh,Hamirpur,746,195967,2099,56,0,1207,3354,143915,1.89,37,1953,184762,155076,839,45028,294854,4869,16,583
Uttar Pradesh,Hapur,705,213637,1571,359,201,1860,4137,181381,3.31,85,2565,216311,178622,826,66689,328329,5015,29,691
Uttar Pradesh,Hardoi,5181,439446,5975,25,0,9468,9814,395288,1.44,211,14649,466299,368273,790,92456,742278,14951,72,837
Uttar Pradesh,Hathras,798,222696,2181,639,0,1706,4366,175598,1.44,36,2504,216847,181374,836,61890,336404,5842,8,704
Uttar Pradesh,Jalaun,1459,278400,2593,66,0,2709,4977,175926,1.49,62,4168,252300,201912,800,58340,395986,6794,32,776
Uttar Pradesh,Jaunpur,1996,567969,5573,0,0,4854,12154,443651,2.19,150,6850,558392,452791,811,161412,850208,16017,60,1709
Uttar Pradesh,Jhansi,1286,277169,2795,0,0,2822,4970,341541,1.27,52,4108,345991,272515,788,105622,513088,7371,12,394
Uttar Pradesh,Kannauj,658,193993,2463,2270,0,1304,4874,192542,3.98,78,1962,221187,165218,747,38804,347731,6993,79,343
Uttar Pradesh,Kanpur Dehat,531,243447,2228,0,0,1146,4145,165338,1.97,33,1677,232753,175927,756,54058,354727,6003,9,370
Uttar Pradesh,Kanpur Nagar,3840,708809,7410,9,1,4374,9299,603229,1.84,151,8219,741667,570070,769,257154,1054884,13548,53,3161
Uttar Pradesh,Kasganj,513,146176,2217,371,0,1209,4235,148905,2.79,48,1722,163628,131408,803,39677,255404,6001,12,451
Uttar Pradesh,Kaushambi,430,165911,1915,0,0,943,3350,149403,4.15,57,1373,181624,133642,736,47756,267558,4627,13,638
Uttar Pradesh,Kushinagar,1568,380681,4079,1,0,2754,8977,347555,2.04,88,4322,438013,289939,662,122006,606230,11274,29,1782
Uttar Pradesh,Lakhimpur Kheri,610,399941,4143,6,0,468,9104,345392,7.61,82,1078,429637,314688,732,86987,658346,12601,23,646
Uttar Pradesh,Lalitpur,439,144786,1540,106,0,899,3522,146525,2.39,32,1338,158941,132276,832,31848,259463,4748,24,313
Uttar Pradesh,Lucknow,763,987138,7661,1983,1983,2082,15658,1067204,3.34,95,2845,1168953,884691,757,476724,1577618,18574,27,4745
Uttar Pradesh,Maharajganj,1439,280230,3693,0,0,2903,6370,271826,2.72,118,4342,323606,228298,705,84460,467596,8310,27,1752
Uttar Pradesh,Mahoba,611,176068,2245,287,0,1381,3866,148073,1.91,38,1992,176139,147916,840,42086,282055,5391,13,720
Uttar Pradesh,Mainpuri,1168,205185,2772,271,0,2372,5036,180522,3.67,130,3540,217144,168469,776,53122,332585,7238,33,570
Uttar Pradesh,Mathura,1606,403700,3614,386,0,3719,7543,388217,3.66,195,5325,453833,337872,744,126495,665422,9533,39,1624
Uttar Pradesh,Mau,1624,245796,3188,0,0,1928,5567,222529,2.2,78,3552,271133,197003,727,81320,387005,8097,18,657
Uttar Pradesh,Meerut,2910,764127,5167,1099,0,8892,13143,651154,2.69,318,11802,772471,642346,832,282451,1132830,15381,83,2928
Uttar Pradesh,Mirzapur,1111,363159,3780,31,0,2134,6885,376057,0.77,25,3245,404706,334288,826,94471,644745,9628,10,1037
Uttar Pradesh,Moradabad,1900,351022,4175,357,0,2923,7598,410555,5.12,247,4823,436286,325025,745,131147,630430,10209,66,1564
Uttar Pradesh,Muzaffarnagar,1181,441386,3502,0,0,3616,7576,315089,1.73,83,4797,417716,338540,810,118095,638380,10064,23,1014
Uttar Pradesh,Pilibhit,1001,299893,2998,258,0,2109,5463,210648,1.29,40,3110,284118,226301,797,81636,428905,7523,13,938
Uttar Pradesh,Raebareli,554,269260,3523,4,0,812,5835,243530,4.69,64,1366,282144,230531,817,73276,439514,8610,233,748
Uttar Pradesh,Pratapgarh,427,324254,3665,0,0,1413,7404,266809,3.8,70,1840,323941,266922,824,97708,493355,10199,73,869
Uttar Pradesh,Rampur,853,222891,2731,100,0,1817,5872,204587,2.25,60,2670,242603,184775,762,69019,358459,7756,19,845
Uttar Pradesh,Saharanpur,4482,548578,5581,2639,0,5497,7862,508813,3.22,321,9979,582120,474879,816,168029,889362,11658,80,1785
Uttar Pradesh,Sambhal,2439,195500,2468,88,0,5558,5050,189380,2.16,173,7997,215896,168911,782,55778,329102,6801,37,717
Uttar Pradesh,Sant Kabir Nagar,906,168554,1906,0,0,1628,3646,157066,1.82,46,2534,182640,142516,780,49149,276471,5133,12,419
Uttar Pradesh,Bhadohi,1028,223803,2021,0,0,2160,4560,186681,2.26,72,3188,229032,181302,792,59055,351429,5949,15,631
Uttar Pradesh,Shahjahanpur,309,357041,3483,402,0,551,6565,291992,2.33,20,860,373925,274938,735,90978,558055,9286,22,761
Uttar Pradesh,Shamli,1265,204384,2115,0,0,834,4478,144255,2.91,61,2099,198403,150103,757,59842,288797,5876,17,716
Uttar Pradesh,Shravasti,383,188201,1973,780,0,809,3504,143427,5.7,68,1192,188778,142788,756,31946,299682,5100,18,377
Uttar Pradesh,Siddharthnagar,66,434729,4561,587,0,198,8461,330985,6.06,16,264,427112,338463,792,94561,671153,11763,11,1259
Uttar Pradesh,Sitapur,1315,415704,4957,1188,0,3147,10047,360833,3.54,158,4462,439771,336555,765,105093,671444,13883,46,1120
Uttar Pradesh,Sonbhadra,822,183251,2067,0,0,2019,4828,187432,2.43,69,2841,222306,148319,667,67212,303471,5682,20,1213
Uttar Pradesh,Sultanpur,1043,310365,2946,21,0,2821,7120,240158,1.71,66,3864,302312,248056,821,94746,455777,8969,17,1097
Uttar Pradesh,Unnao,689,359666,4103,1,0,1045,6499,271351,6.69,116,1734,344240,286657,833,98509,532508,9222,176,1379
Uttar Pradesh,Varanasi,5681,619250,5460,188,0,13983,11973,668265,1.2,235,19665,750146,536972,716,258349,1029166,14631,59,2801
Uttarakhand,Dehradun,3747,729118,4956,0,0,19272,14369,514069,2.09,481,23019,639707,603150,943,355802,887385,15404,124,3921
Uttarakhand,Pauri Garhwal,1522,262344,2645,87,0,1637,2549,140010,5.41,171,3159,190241,211987,1114,110317,292037,3322,39,1872
Uttarakhand,Chamoli,729,168025,1228,389,0,1879,2417,128630,5.83,152,2608,143695,152830,1064,73822,222833,2706,42,939
Uttarakhand,Rudraprayag,288,100955,743,311,0,869,830,96599,7.17,83,1157,90760,106723,1176,39843,157711,1125,24,447
Uttarakhand,Tehri Garhwal,595,215944,1806,0,0,1819,3825,147582,2.73,66,2414,172062,191287,1112,89237,274289,4497,17,1134
Uttarakhand,Haridwar,2649,486558,3604,1,0,8930,9833,440711,1.56,181,11579,531450,395584,744,189228,738041,11128,48,2309
Uttarakhand,Uttarkashi,186,140159,485,0,0,861,774,122181,9.84,103,1047,131769,130497,990,63863,198477,901,32,357
Uttarakhand,Almora,775,252392,2088,741,0,1962,2761,141305,4.86,133,2737,179004,214567,1199,103491,290206,3528,36,1320
Uttarakhand,Udham Singh Nagar,8378,405829,3962,334,192,33812,15217,398401,0.73,308,42192,446442,357501,801,158114,646116,17651,78,1527
Uttarakhand,Pithoragarh,1147,160587,1134,108,0,2245,1710,129955,4.66,158,3392,141655,148752,1050,66079,224463,1988,37,856
Uttarakhand,Bageshwar,588,120137,613,99,0,1066,1068,103179,3.39,56,1654,103392,119855,1159,51347,171969,1341,46,340
Uttarakhand,Champawat,1194,108034,922,246,0,1429,995,99800,6.75,177,2623,103683,104073,1004,47057,160777,1161,46,756
Uttarakhand,Nainital,2498,352732,2786,3,0,4885,5624,306069,1.31,97,7383,334447,324041,969,155084,503717,6610,39,1800
West Bengal,Alipurduar District,1336,328175,1403,1,0,3885,2634,175643,2.28,119,5221,252565,251171,994,144744,359074,3094,27,943
West Bengal,Bankura,1205,431200,1535,172,0,3506,5362,266369,3.38,159,4711,359492,338007,940,214655,482914,6312,39,584
West Bengal,Basirhat HD (North 24 Parganas),955,497036,2230,50,0,677,3751,176022,8.46,138,1632,354162,318818,900,212947,460111,5193,56,788
West Bengal,Birbhum,1376,478451,2860,19,0,2834,5751,291517,2.38,100,4210,394048,375800,954,217555,552413,6813,28,1798
West Bengal,Bishnupur HD (Bankura),879,184558,837,28,0,3403,3355,123667,2.99,128,4282,159050,149154,938,83580,224645,3552,33,639
West Bengal,Dakshin Dinajpur,1612,365872,2114,80,0,1940,1607,164801,3.32,118,3552,273394,257154,941,172963,357710,2535,37,1186
West Bengal,Darjeeling,2183,559095,3452,1,0,5501,6370,372052,2.29,176,7684,464244,466646,1005,248500,682647,7959,46,1863
West Bengal,Diamond Harbor HD (S 24 Parganas),1809,686930,3587,8,0,7835,6510,267788,1.93,186,9644,502345,452256,900,300774,653944,7386,69,2711
West Bengal,East Bardhaman,2025,972014,3720,29,23,3846,5256,314682,4.07,239,5871,693354,593215,856,446329,840367,6442,57,2534
West Bengal,Hoogly,3688,1373981,9225,0,0,6768,13100,515795,2.32,243,10457,1003552,885962,883,623747,1266029,18801,68,3524
West Bengal,Howrah,3050,1033025,4353,1,0,5732,9244,578738,2.48,218,8782,873726,737795,844,441562,1170201,11689,69,1907
West Bengal,Jalpaiguri,2420,327446,2027,0,0,6360,6297,256346,2.05,180,8780,298413,285279,956,137368,446424,6931,46,1392
West Bengal,Jhargram,893,159811,843,5,0,2314,2085,127710,3.52,113,3207,160990,126495,786,67018,220503,2319,34,608
West Bengal,Kalimpong,246,112832,457,8,0,1657,1663,70379,3.0,57,1903,87823,95362,1086,51897,131314,1625,9,494
West Bengal,Kolkata,15150,2803734,16380,7989,7989,30598,29177,1978274,3.02,1382,45748,2667367,2113865,792,1278793,3503215,32636,365,12921
West Bengal,Malda,4134,590036,4484,430,0,6232,4980,295509,2.74,284,10366,472759,412585,873,245220,640325,7006,76,2457
West Bengal,Murshidabad,4078,988915,8079,1,0,9948,11467,499851,1.31,184,14026,785342,703247,895,465291,1023475,15001,77,4544
West Bengal,Nadia,4109,900255,5127,3,0,8613,13109,393964,1.87,238,12722,686956,607063,884,411000,883219,15528,55,2708
West Bengal,Nandigram HD (East Medinipore),49,621101,2391,0,0,325,7222,247076,4.28,16,374,446459,421632,944,295869,572308,8132,8,1480
West Bengal,North 24 Parganas,16188,1896356,16828,2057,2052,25249,22170,1206908,2.16,893,41437,1699132,1403682,826,750184,2353080,31971,204,7026
West Bengal,Paschim Medinipore,2512,890691,5752,0,0,3728,5434,346807,4.49,280,6240,694578,542788,781,373966,863532,9967,100,1219
West Bengal,Purba Medinipore,1295,779166,2667,0,0,7281,11262,367906,2.96,254,8576,595304,551625,927,355851,791221,12314,54,1614
West Bengal,Purulia,1864,443771,3519,46,0,4570,6044,253244,3.51,226,6434,376304,320602,852,186615,510400,8013,89,1550
West Bengal,Rampurhat HD (Birbhum),477,292999,2175,3,0,3575,3454,171822,0.94,38,4052,230326,234419,1018,121030,343791,3569,11,2060
West Bengal,South 24 Parganas,6378,1114291,6715,199,99,26142,14812,462907,2.31,750,32520,822720,754221,917,460388,1116810,20323,202,1204
West Bengal,Uttar Dinajpur,1125,359824,1990,0,0,3286,5410,279303,1.79,79,4411,345557,293435,849,162145,476982,6688,23,711
West Bengal,West Bardhaman,3352,549246,4489,959,647,5870,6683,378818,3.23,298,9222,534384,393535,736,241258,686806,9011,73,2160
Assam,Hojai,249,162064,1288,0,0,613,2596,143772,2.09,18,862,166664,139118,835,59111,246725,3448,8,435
Assam,Biswanath,1449,144382,1451,0,0,2591,2661,192874,1.49,60,4040,173677,163522,942,42681,294575,3717,23,394
Assam,Charaideo,464,90031,1150,9,0,1098,2564,106190,2.43,38,1562,102309,93883,918,27910,168311,3442,10,273
Assam,Majuli,562,59835,584,1,0,708,764,56934,1.57,20,1270,60825,55930,920,23089,93680,1034,18,314
Assam,South Salmara Mankachar,1967,42006,1253,2703,0,4515,2884,70960,1.97,128,6482,63546,49411,778,6866,106100,4036,27,100
Assam,West Karbi Anglong,186,33268,340,4899,0,518,745,45043,10.8,76,704,45051,33248,738,11911,66400,983,25,102
Gujarat,Ahmedabad Corporation,375,1821369,13377,404,404,908,22556,2093446,5.22,67,1283,2215944,1698294,766,926689,2988126,20919,15,15013
Gujarat,Bhavnagar Corporation,0,204469,1223,0,0,0,1921,221912,0.0,0,0,227604,198732,873,119107,307274,1636,0,1507
Gujarat,Gandhinagar Corporation,60,157117,1668,794,794,127,2259,239245,6.95,13,187,222698,173590,779,93246,303116,2403,4,1524
Gujarat,Jamnagar Corporation,0,192287,910,0,0,0,1762,219451,0.0,0,0,219452,192218,876,99693,312045,1029,0,1643
Gujarat,Junagadh Corporation,0,126203,1054,0,0,0,1684,102787,0.0,0,0,120237,108716,904,62835,166155,2023,1,714
Gujarat,Rajkot Corporation,61,514946,3173,0,0,177,6647,631118,9.24,22,238,631676,514225,814,293730,852334,5098,4,4721
Gujarat,Surat Corporation,259,1289895,8100,882,882,1081,15650,1531507,3.73,50,1340,1674492,1146489,685,708818,2112584,13751,14,9998
Gujarat,Vadodara Corporation,8,767784,4728,12,12,17,8425,843297,20.0,5,25,869860,740970,852,412053,1199028,7132,4,6021
Tamil Nadu,Cheyyar,1920,106466,2279,0,0,2349,2815,128404,2.37,101,4269,101267,133571,1319,26125,208745,4521,23,573
Tamil Nadu,Aranthangi,611,93261,1023,0,0,961,1464,97586,3.69,58,1572,88846,101970,1148,22639,168208,2007,18,480
Tamil Nadu,Kovilpatti,778,109307,1157,500,0,994,1470,104917,1.58,28,1772,89323,124879,1398,33170,181054,1846,10,780
Tamil Nadu,Ranipet,908,110081,882,0,0,1877,1719,153390,5.21,145,2785,146776,116663,795,39355,224116,2114,31,486
West Bengal,COOCHBEHAR,1240,438228,1917,355,0,4459,3308,205285,3.35,191,5699,355654,287779,809,197098,446415,3982,42,1242
