state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Himachal Pradesh,Mandi,1896,509924,2856,42,0,2943,3525,284049,5.19,251,4839,364210,429601,1180,206794,587179,4338,50,2043
Himachal Pradesh,Kinnaur,64,48191,94,0,0,5,33,45377,1.45,1,69,52518,41035,781,22075,71493,58,2,69
Himachal Pradesh,Hamirpur,1065,300284,1312,0,0,1764,2260,132388,2.86,81,2829,194332,238233,1226,127454,305218,2416,20,1156
Himachal Pradesh,Una,828,285979,1486,0,0,1837,2356,159113,4.69,125,2665,216317,228650,1057,112825,332267,2842,30,999
Himachal Pradesh,Bilaspur,829,225190,1141,1,0,1170,1244,119613,5.05,101,1999,163938,180810,1103,88601,256202,1575,27,810
Jammu & Kashmir,Srinagar,1372,335826,2512,26285,592,1344,2144,235478,8.62,234,2716,374297,196914,526,117248,454056,2650,54,2006
Jammu & Kashmir,Kulgam,1275,180240,1469,469,0,1291,1059,64304,9.9,254,2566,143422,101085,705,50720,193824,1429,104,1098
Jammu & Kashmir,Shopian,395,105147,1044,1464,0,528,834,42069,13.76,127,923,87720,59481,678,38240,108976,1176,74,701
Jammu & Kashmir,Bandipore,455,130671,819,4898,0,688,682,45414,11.99,137,1143,107529,68539,637,35841,140244,916,58,585
Jammu & Kashmir,Anantnag,1294,318541,2319,22283,0,1662,1643,109694,11.3,334,2956,250601,177559,709,88159,340076,2264,99,1698
Jammu & Kashmir,Baramulla,1269,371629,2236,5898,0,1302,1593,116921,3.07,79,2571,283825,204545,721,102033,386517,2100,124,1728
Jammu & Kashmir,Kupwara,872,241895,4650,9197,0,1261,2815,145681,5.49,117,2133,229742,157777,687,54609,332967,6224,50,1240
Jammu & Kashmir,Pulwama,497,218141,1457,1012,0,1583,1390,72571,5.77,120,2080,172650,118021,684,63106,227606,1852,51,995
Jammu & Kashmir,Ganderbal,551,108818,687,155,0,1203,1062,55654,3.76,66,1754,96373,68081,706,38759,125713,1106,93,643
Jammu & Kashmir,Budgam,291,260958,2146,7937,0,246,1221,106602,17.32,93,537,222617,144900,651,83952,283608,2018,75,1348
Jammu & Kashmir,Jammu,56,636574,4743,0,0,138,4229,312192,3.09,6,194,524957,423601,807,298666,650100,3712,5,5259
Jammu & Kashmir,Kishtwar,317,72799,521,1100,0,268,338,54133,4.27,25,585,73094,53816,736,25781,101151,430,33,429
Jammu & Kashmir,Doda,551,139748,904,12362,0,1628,2087,76237,6.47,141,2179,118291,97662,826,39150,176835,2482,39,508
Jammu & Kashmir,Udhampur,456,200109,1539,3,0,1034,1897,152183,6.71,100,1490,184575,167656,908,68193,284099,2356,26,1080
Jammu & Kashmir,Kathua,466,226000,1468,9,0,1095,1891,116271,0.58,9,1561,184097,158124,859,70627,271644,2482,87,877
Jammu & Kashmir,Ramban,511,112961,755,2037,0,975,954,84768,8.27,123,1487,119400,78301,656,41438,156291,1210,83,498
Jammu & Kashmir,Samba,234,144800,1624,0,0,424,1626,82171,4.86,32,658,127303,99609,782,57066,169905,2155,8,1094
Jammu & Kashmir,Rajouri,405,200893,715,8889,0,658,1555,146512,18.53,197,1063,192703,154659,803,51321,296084,1560,97,710
Jammu & Kashmir,Poonch,6,163757,617,10991,0,5,1398,95735,81.82,9,11,145287,114170,786,34477,225015,1612,55,402
Jammu & Kashmir,Reasi,471,105855,778,926,0,1122,1110,95105,7.97,127,1593,118031,82907,702,32576,168384,1413,116,475
Jharkhand,Ranchi,750,469819,2761,235,235,3137,7992,524819,3.16,123,3887,549819,444611,809,241224,753414,7129,27,3624
Jharkhand,Koderma,518,140009,957,326,0,1553,2141,145994,2.85,59,2071,147096,138864,944,42202,243801,2105,14,993
Jharkhand,Bokaro,230,293938,1494,0,0,930,3843,271583,1.72,20,1160,327540,237868,726,129481,436040,4070,14,1267
Jharkhand,Garhwa,759,165714,1248,661,0,1276,1880,162197,3.19,65,2035,184513,143339,777,55364,272547,2495,23,632
Jharkhand,Latehar,311,86254,357,1208,0,826,775,102541,4.66,53,1137,107898,80859,749,30150,158645,796,47,336
Jharkhand,Chatra,147,139259,1366,12,0,620,2220,127973,4.3,33,767,144221,122966,853,38735,228497,3233,11,352
Jharkhand,Palamu,674,328668,2050,96,0,2373,3747,247269,4.36,133,3047,313934,261893,834,99639,476298,4756,44,1040
Jharkhand,East Singhbhum,495,543594,2469,0,0,2364,6010,411840,2.13,61,2859,540185,414951,768,245557,709877,5144,19,3335
Jharkhand,Seraikela Kharsawan,1069,162494,1156,58,51,2724,2629,147722,3.08,117,3793,183418,126758,691,58691,251525,2870,31,915
Jharkhand,Simdega,187,96645,517,2007,0,452,533,108194,18.94,121,639,103963,100851,970,27472,177367,853,77,197
Jharkhand,Lohardaga,316,76404,348,288,0,777,724,78045,10.7,117,1093,83175,71241,857,24446,130003,795,30,276
Jharkhand,Gumla,550,172422,1540,453,0,1291,1948,130225,8.64,159,1841,148511,154089,1038,49808,252839,2572,47,916
Jharkhand,Khunti,244,93538,702,304,0,607,796,91921,4.58,39,851,98744,86683,878,38863,146596,781,24,716
Jharkhand,Deoghar,473,200974,1133,495,0,1417,2788,220654,7.94,150,1890,236467,185057,783,68384,353244,3214,37,706
Jharkhand,Ramgarh,372,157573,1028,1,0,1390,2476,151009,2.16,38,1762,174291,134227,770,63836,244746,2427,17,1077
Jharkhand,Hazaribagh,281,268882,1766,0,0,912,4275,285109,3.1,37,1193,301587,252256,836,103186,450805,4253,16,1787
Jharkhand,Giridih,1577,291496,2292,235,0,3899,4574,308535,4.98,273,5477,318097,281812,886,86729,513302,5636,62,1230
Jharkhand,Dhanbad,344,429756,2088,83,82,1051,4573,310401,1.79,25,1395,426147,313866,737,183602,556555,4114,15,2547
Jharkhand,Dumka,1188,205610,2308,87,0,3320,4042,180322,4.26,192,4508,198768,187120,941,61906,324026,5199,87,1150
Jharkhand,Jamtara,127,134247,1078,3,0,255,1985,124276,2.09,8,382,142849,115636,809,43390,215133,2356,12,706
Jharkhand,Sahebganj,798,126241,1263,42,0,1955,2664,151915,5.7,157,2753,153511,124611,812,38169,239987,3369,42,557
Jharkhand,Pakur,428,126408,853,0,0,1219,1769,121606,3.83,63,1647,132104,115886,877,34967,213047,2263,22,359
Jharkhand,Godda,951,200844,1973,137,0,2088,3034,205778,9.9,301,3039,221065,185495,839,57137,349485,4146,76,860
Jharkhand,West Singhbhum,739,201630,1147,306,0,2445,2448,213859,4.59,146,3184,219736,195672,890,75021,340468,2865,40,730
Karnataka,Belgaum,925,1094682,10604,449,449,2129,15846,732240,5.76,176,3054,905180,921468,1018,370827,1456095,19230,44,7220
Karnataka,Bangalore Urban,821,473967,1034,88,88,3992,5424,698469,4.09,197,4813,627831,544421,867,205211,967225,4383,140,2073
Karnataka,Mysore,7024,1140966,9548,2312,2299,12394,9398,644472,3.46,672,19418,872516,912620,1046,452582,1332856,11211,248,7734
Karnataka,Gulbarga,3067,444346,3560,995,197,5899,5190,402017,8.77,787,8973,430724,415510,965,160150,686213,6572,303,2178
Karnataka,Chitradurga,6621,509197,5172,15725,0,7585,5075,251948,4.96,704,14206,373049,387939,1040,178943,582202,6315,162,3931
Karnataka,Dakshina Kannada,1885,719432,3788,284,284,4109,6436,511604,4.77,286,5994,607292,623510,1027,285182,945854,7607,65,2616
Karnataka,Bagalkot,1003,498973,3304,762,0,2956,6631,300051,10.38,411,3959,389811,409123,1050,172271,626753,7861,198,2074
Karnataka,Chamarajanagar,2119,297168,3518,0,0,3608,4322,157557,6.69,383,5727,211382,243222,1151,99082,355643,5720,92,2120
Karnataka,Bidar,1692,395019,2730,65288,0,3371,4000,300268,6.85,347,5063,338362,356842,1055,134924,560363,5052,216,1677
Karnataka,Chikamagalur,226,398104,4291,0,0,859,2080,116305,5.07,55,1085,246043,268303,1090,150023,364386,2418,15,3952
Karnataka,Bellary,3552,703098,4219,3,0,9816,9050,468052,3.53,472,13368,592193,578731,977,258137,913013,9416,153,3852
Karnataka,Davanagere,476,452145,2609,471,0,1504,4555,270939,6.57,130,1980,356587,366338,1027,138838,584246,5621,25,1542
Karnataka,Bangalore Rural,1255,290590,1719,270,270,3260,3584,234338,4.1,185,4515,282390,242428,858,106911,418017,3402,56,1901
Karnataka,Kolar,2213,426502,2970,0,0,4209,4499,368216,5.57,358,6422,400998,393589,982,145367,649351,5132,162,2337
Karnataka,Dharwad,1235,480485,3663,15,5,2749,6054,383719,4.67,186,3984,441964,422117,955,181631,682573,7411,49,2306
Karnataka,Haveri,179,313053,4357,0,0,417,5470,200422,5.7,34,596,251229,262181,1044,100046,413429,7752,9,2075
Karnataka,Gadag,785,292673,1810,3240,0,1726,2628,167168,10.31,259,2511,221263,238513,1078,109042,350799,3015,59,1422
Karnataka,Uttar Kannada,177,466448,4542,0,0,485,5122,237028,10.27,68,662,354350,349059,985,176045,527431,6384,15,3280
Karnataka,Koppal,2862,342314,2072,1332,0,5528,3511,222071,11.32,950,8390,273077,291213,1066,120490,443895,3762,282,1821
Karnataka,Kodagu,1202,202333,1426,0,0,2589,1565,96154,3.4,129,3791,143512,154941,1080,77862,220625,1661,29,1329
Karnataka,Raichur,1783,377880,2900,0,0,4479,5489,287423,7.15,448,6262,325470,339756,1044,132159,533144,6177,126,2211
Karnataka,Yadgir,3373,250930,3591,13206,0,2293,2768,175027,8.72,494,5666,204783,221130,1080,96021,329936,3237,169,3121
Karnataka,Udupi,164,517907,1612,0,0,542,3868,253362,10.48,74,706,364124,407043,1118,200512,570757,4416,83,1064
Karnataka,Shimoga,1018,545918,4117,466,466,1987,4149,266746,6.16,185,3005,400331,412268,1030,193248,619416,5589,120,2676
Karnataka,Tumkur,5876,782868,5683,67,0,9735,7465,422699,3.71,579,15611,590423,614939,1042,248111,957456,8629,174,4518
Karnataka,Hassan,3213,553212,4758,201,194,3710,4044,280101,9.78,677,6923,396640,436544,1101,205868,627445,4126,152,4676
Karnataka,Mandya,3228,616165,5518,350,0,4541,6064,266458,4.39,341,7769,403846,478618,1185,193278,689345,8105,75,3476
Karnataka,Chikkaballapur,1898,387115,3397,213,0,2570,4019,233050,5.19,232,4468,305289,314806,1031,136706,483459,4433,62,2982
Karnataka,Ramanagara,2141,418685,3141,4,0,2737,3335,205171,8.04,392,4878,292203,331546,1135,164281,459575,3840,100,2635
Karnataka,Vijayapura,3445,484315,3634,58,0,7803,7019,343560,5.0,562,11248,423664,404061,954,163151,664724,7972,173,2680
Karnataka,BBMP,14825,3324744,17263,21887,21884,50658,45561,4256409,3.95,2587,65483,4046661,3532976,873,1638823,5942330,43009,661,19815
Kerala,Kasaragod,2818,596585,3785,884,884,7328,6263,237327,2.9,294,10146,413361,420415,1017,258250,575662,6963,59,3084
Kerala,Thiruvananthapuram,5020,1658403,13187,4003,4003,6850,21055,711581,2.78,330,11870,1112758,1256770,1129,699922,1670062,26122,77,8119
Kerala,Kannur,1209,1101323,12217,440,440,2279,11518,406962,5.79,202,3488,726170,781826,1077,480760,1027525,20067,42,3668
Kerala,Kollam,4300,1163368,11535,499,499,4082,12071,403050,3.2,268,8382,722842,843269,1167,471208,1095210,17641,59,5964
Kerala,Wayanad,523,460290,1822,0,0,2364,8937,261555,3.22,93,2887,348628,373067,1070,193764,528081,9888,49,871
Kerala,Pathanamthitta,882,864019,5782,0,0,1528,9525,276332,7.88,190,2410,517662,622510,1203,361646,778705,12328,64,2978
Kerala,Alappuzha,5305,990256,10404,1,1,3311,5893,278053,2.83,244,8616,585479,682629,1166,426419,841890,11695,68,4602
Kerala,Malappuram,6040,1209187,12001,758,758,8930,11568,524927,2.81,420,14970,910017,823746,905,516629,1217485,15016,99,8553
Kerala,Thrissur,2193,1401823,20183,0,0,4795,13731,498482,2.39,167,6993,882448,1017501,1153,566242,1334063,23607,41,10307
Kerala,Kottayam,1438,963240,10886,14,14,1548,6812,352809,6.16,184,2986,616881,698920,1133,399685,916364,14282,37,3415
Kerala,Kozhikode,7049,1365127,20424,99,99,6197,7719,491050,4.03,534,13246,916234,939564,1025,553366,1302811,19217,130,8925
Kerala,Idukki,767,541480,4121,92,92,1647,5849,216367,4.39,106,2414,366136,391561,1069,201607,556240,7909,36,2061
Kerala,Ernakulam,4647,1824113,20802,2195,2195,7489,11887,876527,4.07,494,12136,1310795,1389431,1060,703117,1997523,24053,109,8636
Kerala,Palakkad,1374,1045097,10978,0,0,2417,9660,394924,7.62,289,3791,696573,743205,1067,399102,1040919,18334,54,2304
Ladakh,Kargil,34,55068,77,579,0,142,239,55648,25.0,44,176,59635,51068,856,28431,82285,76,10,240
Ladakh,Leh,36,69889,49,0,0,207,280,76016,11.11,27,243,85097,60795,714,40331,105574,121,5,207
Lakshadweep,Lakshadweep,77,36217,166,179,0,72,64,30815,14.09,21,149,36635,30392,830,16436,50596,83,10,147
Madhya Pradesh,Bhopal,4813,867937,5053,4248,191,10399,8782,1115647,6.76,1028,15212,1098016,885126,806,414478,1569106,10220,393,3614
Madhya Pradesh,Gwalior,3536,556833,4928,1262,373,7284,9570,631099,1.66,180,10820,665947,521727,783,228187,959745,11596,51,2901
Madhya Pradesh,Indore,7052,1361595,4869,4001,451,16328,10748,1785642,2.3,538,23382,1705822,1440719,845,639429,2507808,10143,125,5473
Madhya Pradesh,Jabalpur,6256,749824,5176,4099,14,12621,9548,753655,2.08,393,18877,795306,707831,890,302763,1200716,10224,83,4500
Madhya Pradesh,Rewa,6278,509744,4983,655,0,11284,6852,458509,1.7,298,17562,540512,427592,791,157065,811188,10206,68,1629
Madhya Pradesh,Sagar,6106,568445,5239,0,0,13244,10561,556418,1.24,240,19350,629606,495060,786,205343,919520,12931,76,2869
Madhya Pradesh,Ujjain,7484,601819,5568,604,0,13369,9675,689977,2.38,497,20853,676700,614832,909,230038,1061758,11741,124,3502
Madhya Pradesh,Mandsaur,4131,247807,3439,5,0,7291,5881,287610,2.08,238,11422,288569,246726,855,81409,454008,8236,62,1083
Madhya Pradesh,Agar,1433,109166,2108,0,0,2658,3639,138364,1.69,69,4091,134847,112593,835,30701,216829,5308,14,438
Madhya Pradesh,Shajapur,3519,201624,3166,0,0,6240,5700,221667,1.24,121,9759,224549,198601,884,65073,358218,8013,28,853
Madhya Pradesh,Ratlam,3850,304206,4517,233,232,7742,8467,360973,1.54,178,11592,357873,307167,858,108702,556477,11752,48,1232
Madhya Pradesh,Neemuch,3785,187431,2480,0,0,5598,4001,207552,1.89,177,9383,213534,181361,849,70722,324261,5617,42,864
Madhya Pradesh,Dewas,3408,323935,4115,206,0,6279,7204,392569,0.55,53,9687,382126,334163,874,107483,609021,10050,21,1268
Madhya Pradesh,Tikamgarh,4291,248490,3563,2223,0,8138,6822,284236,2.58,321,12429,306574,226052,737,74770,457956,8942,100,1442
Madhya Pradesh,Panna,3952,150723,3641,4638,0,7008,6076,197411,2.28,250,10960,198883,149190,750,34297,313837,9261,59,456
Madhya Pradesh,Damoh,2531,207769,3790,0,0,4926,6416,250580,1.11,83,7457,246269,212022,861,56944,401405,9109,25,1098
Madhya Pradesh,Chhatarpur,3619,293689,3656,2048,0,8027,7763,343043,1.41,164,11646,367529,269028,732,84169,552563,9922,58,1496
Madhya Pradesh,Umaria,2147,116826,1410,0,0,4151,1963,134316,3.68,232,6298,136846,114243,835,31112,220030,2934,59,439
Madhya Pradesh,Singrauli,1979,180380,1961,747,0,4558,3651,241461,4.33,283,6537,260054,161725,622,53372,368469,5066,74,545
Madhya Pradesh,Sidhi,3104,174963,2365,1,0,6197,4168,205721,2.25,209,9301,214773,165873,772,41683,339001,6059,51,473
Madhya Pradesh,Shahdol,1481,252732,1651,43,0,2674,1915,301459,7.58,315,4155,301026,253122,841,69844,484347,2839,94,726
Madhya Pradesh,Satna,4044,395888,5396,524,0,7864,7896,399361,2.02,240,11910,446784,348331,780,123671,671578,11738,61,1554
Madhya Pradesh,Anuppur,2265,136159,1818,0,0,5006,3248,171457,2.87,209,7271,162124,145450,897,39121,268495,4524,56,542
Madhya Pradesh,Mandla,2240,182434,2705,0,0,4680,4747,202453,2.31,160,6920,195589,189266,968,51141,333746,6736,66,716
Madhya Pradesh,Dindori,1543,138861,2274,777,0,3215,3638,159369,3.4,162,4758,148819,149379,1004,38064,260166,5177,44,734
Madhya Pradesh,Chhindwara,4704,392736,6809,9,0,10029,13664,449486,1.88,277,14733,456555,385449,844,142383,699839,18426,78,2047
Madhya Pradesh,Balaghat,5508,349008,3594,530,0,9745,5886,340910,1.95,297,15253,358365,331468,925,106196,583722,8526,78,954
Madhya Pradesh,Khandwa,4410,275459,5243,0,0,7301,8311,319006,2.13,249,11711,313201,281169,898,85326,509139,12288,58,1266
Madhya Pradesh,Jhabua,2940,137614,2173,271,0,5737,4200,217385,4.07,353,8677,183815,171147,931,47265,307734,5863,138,509
Madhya Pradesh,Dhar,4401,353794,4413,0,0,8940,8939,492803,1.19,159,13341,451967,394428,873,126698,719899,12029,36,1322
Madhya Pradesh,Burhanpur,2139,181314,2338,0,0,3698,3571,180976,2.62,153,5837,193165,169052,875,73096,289194,4861,41,1048
Madhya Pradesh,Barwani,2567,183868,2547,0,0,5547,5162,270795,2.79,226,8114,240190,214410,893,57966,396697,7092,73,616
Madhya Pradesh,Khargone,3733,314059,5385,0,0,7124,9177,391966,1.41,153,10857,367229,338635,922,102564,603461,13321,78,1241
Madhya Pradesh,Shivpuri,1209,253123,2021,0,0,3068,4158,347815,2.17,93,4277,337154,263685,782,73589,527349,5680,31,498
Madhya Pradesh,Sheopur,0,94235,682,148,0,0,890,124577,0.0,0,0,120381,98395,817,26532,192280,1395,1,176
Madhya Pradesh,Morena,4771,320604,4573,0,0,8664,7274,377580,1.9,255,13435,395963,302098,763,94556,603628,10242,73,1604
Madhya Pradesh,Guna,1892,218232,2296,0,0,5801,5337,261346,1.52,117,7693,268171,211331,788,66555,413023,7051,27,582
Madhya Pradesh,Seoni,4135,264146,4015,0,0,3414,6982,275294,7.03,531,7549,284359,255000,897,84289,455151,9526,111,1471
Madhya Pradesh,Datia,2199,169414,2205,926,0,4014,3831,181237,3.49,217,6213,193881,156701,808,49265,301386,5411,54,625
Madhya Pradesh,Bhind,2935,300046,4843,0,0,4715,7000,295129,1.05,80,7650,341292,253736,743,78882,516293,10711,21,1131
Madhya Pradesh,Narsinghpur,3164,239864,4036,0,0,5915,6582,241579,1.33,121,9079,260655,220718,847,75403,406040,9494,26,1124
Madhya Pradesh,Katni,3254,248793,3270,117,0,6305,5054,256021,1.37,131,9559,276046,228681,828,71073,433741,7191,42,1133
Madhya Pradesh,Ashoknagar,1804,145759,1550,93,0,4408,3920,182891,3.35,208,6212,185481,143104,772,45923,282727,4968,57,501
Madhya Pradesh,Vidisha,3018,289223,3366,0,0,7171,6662,318034,1.58,161,10189,334356,272820,816,87911,519346,9170,39,857
Madhya Pradesh,Sehore,3724,341174,3941,0,0,8893,6900,419455,1.85,233,12617,410916,349578,851,117803,642826,8554,81,2286
Madhya Pradesh,Alirajpur,1969,100442,1529,11555,0,3717,2413,145366,12.73,724,5686,132538,113247,854,28766,217042,3476,188,465
Madhya Pradesh,Rajgarh,4582,300916,4554,0,0,8283,7169,396785,1.36,175,12865,374795,322769,861,87925,609776,9653,44,2069
Madhya Pradesh,Raisen,2100,224476,2990,0,0,4620,5807,307860,1.64,110,6720,301435,230825,766,67889,464447,7465,28,1331
Madhya Pradesh,Hoshangabad,4243,264328,4035,128,0,8539,7800,288044,1.63,208,12782,299032,253226,847,95986,456386,10275,54,1560
Madhya Pradesh,Harda,3038,159169,4567,0,0,6055,8157,206640,3.05,277,9093,196591,169163,860,49820,315989,11645,68,1079
Madhya Pradesh,Betul,4173,339498,5628,211,0,8409,9283,379203,3.48,438,12582,386326,332270,860,115837,602864,12764,112,2147
Maharashtra,Pune,18379,3532513,21349,14158,13877,30595,31365,2903894,3.4,1666,48974,3554836,2880379,810,1636112,4800295,32914,452,19800
Maharashtra,Akola,588,384661,1252,273,263,701,1435,185302,9.39,121,1289,304522,265357,871,151766,418197,1237,24,1449
Maharashtra,Nagpur,1591,1559869,8666,3286,3262,3528,13076,950944,7.25,371,5119,1321395,1188973,900,648644,1862169,15961,89,5780
Maharashtra,Amravati,491,602021,2911,0,0,556,4003,270696,6.02,63,1047,460125,412494,896,228323,644394,4497,16,2417
Maharashtra,Buldhana,1251,558460,2666,7,0,2543,3616,259720,5.17,196,3794,434284,383785,884,203843,614337,4505,52,1777
Maharashtra,Yavatmal,1395,530973,3332,16,0,2623,3974,292057,6.77,272,4018,445895,376946,845,190973,632057,4156,68,3150
Maharashtra,Washim,267,323096,1100,24,0,631,2115,172564,5.79,52,898,263412,232195,881,125017,370643,2014,25,1201
Maharashtra,Bhandara,1233,360928,1232,2395,0,2761,1795,183720,3.41,136,3994,273752,270842,989,138321,406327,2248,81,778
Maharashtra,Kolhapur,5068,1596674,10897,2752,2752,3190,3367,261996,5.96,492,8258,940285,918063,976,646917,1211753,7650,236,6614
Maharashtra,Ratnagiri,475,329170,1841,0,0,1126,1973,178947,4.31,69,1601,273739,234342,856,116891,391226,2044,21,1769
Maharashtra,Sangli,552,980284,8931,88,88,2068,7216,296809,6.49,170,2620,656558,620384,945,388119,888974,8889,50,7257
Maharashtra,Sindhudurg,60,260639,1753,0,0,65,1920,106869,12.0,15,125,189353,178109,941,86945,280563,1981,4,1690
Maharashtra,Solapur,427,689723,5231,15,15,1321,8328,324119,5.84,102,1748,560029,453679,810,255487,758355,10082,20,3476
Maharashtra,Satara,1012,1002275,7648,107,107,2569,6208,326614,3.04,109,3581,690486,638266,924,383340,945549,6604,39,7252
Maharashtra,Wardha,4616,368287,3404,9,0,6976,3902,176605,3.0,348,11592,279353,265496,950,131617,413275,4858,81,2448
Maharashtra,Gondia,2920,405433,1561,212,0,7172,3170,243062,2.06,208,10092,324534,323892,998,130553,517942,3261,90,1470
Maharashtra,Gadchiroli,748,186871,751,7879,0,1131,1186,152389,5.91,111,1879,180856,158358,876,62173,277087,1178,61,759
Maharashtra,Chandrapur,1426,443733,2032,0,0,2919,2595,237530,2.88,125,4345,368800,312388,847,152466,528797,3059,26,1568
Maharashtra,Osmanabad,518,327147,1853,0,0,629,1116,141193,3.75,43,1147,256564,211712,825,111574,356766,1650,12,1318
Maharashtra,Nanded,1825,539739,3942,397,0,2552,3798,306802,9.66,423,4377,448026,398394,889,201914,644627,5095,181,2644
Maharashtra,Latur,1265,480544,2520,102,0,2065,3727,282455,5.11,170,3330,412341,350563,850,180061,582938,4132,48,2115
Maharashtra,Beed,765,491488,3101,255,0,1194,3599,259636,2.6,51,1959,412896,338111,819,170965,580159,4122,20,2577
Maharashtra,Parbhani,2016,340602,1999,196,0,2297,2006,207049,5.96,257,4313,288957,258635,895,128126,419525,2054,64,1950
Maharashtra,Hingoli,800,167791,865,632,0,1214,1274,118089,5.26,106,2014,153006,132836,868,52562,233318,1446,29,693
Maharashtra,Nandurbar,882,321327,1024,8,0,1563,1866,182723,5.11,125,2445,265430,238565,899,92715,411335,1546,30,1343
Maharashtra,Dhule,641,403424,2403,67,50,1798,3391,252209,5.78,141,2439,343970,311537,906,148136,507497,3911,33,1883
Maharashtra,Nashik,2417,1223639,6912,9278,9278,4446,9757,723012,5.93,407,6863,1076609,869785,808,494449,1452202,11230,94,5439
Maharashtra,Jalgaon,231,681702,3644,0,0,763,5100,353415,4.63,46,994,560025,474993,848,245071,790046,6179,9,2565
Maharashtra,Ahmednagar,3349,892128,5180,892,892,7785,6542,408068,2.84,316,11134,717833,582219,811,361461,938735,6168,86,5554
Maharashtra,Thane,5028,2135620,15568,9080,9055,14048,21090,1469721,2.07,394,19076,1965959,1638562,833,939216,2666125,22649,113,14009
Maharashtra,Raigad,1550,537953,3730,1663,1659,4900,5742,356638,3.41,220,6450,520225,374263,719,198959,695632,5510,64,3961
Maharashtra,Palghar,1119,460694,3650,44,44,4319,4213,267654,2.06,112,5438,403343,324920,806,188389,539959,4192,32,3671
Maharashtra,Mumbai,8016,4174225,25610,7440,7440,17217,34647,3445330,2.09,527,25233,4257072,3361050,790,1897493,5722062,40263,145,19993
Maharashtra,Jalna,592,376028,2340,138,0,1371,2389,260637,5.45,107,1963,341528,295049,864,137963,498702,2642,33,2087
Maharashtra,Aurangabad ,3194,722078,4598,341,315,7593,8121,522910,2.25,243,10787,704845,539811,766,308300,936688,9933,78,2785
Manipur,Bishnupur,961,59430,884,0,0,1050,838,70310,2.44,49,2011,66232,63476,958,16225,113515,1172,11,550
Manipur,Chandel,108,12499,112,3,0,137,169,18747,6.12,15,245,18870,12374,656,7153,24093,203,7,77
Manipur,Churachandpur,265,47493,450,79,0,385,628,69316,4.62,30,650,62581,54205,866,21238,95571,747,9,331
Manipur,Imphal East,1737,133350,1189,2399,0,1036,1136,152315,4.22,117,2773,152356,133233,874,50973,234692,1177,24,1147
Manipur,Imphal West,2149,155607,2134,1,0,1283,1383,185182,4.31,148,3432,181499,159180,877,56309,284480,1920,31,1596
Manipur,Senapati,108,9713,91,0,0,127,135,19354,10.64,25,235,17823,11241,631,4531,24536,166,8,60
Manipur,Tamenglong,38,8025,79,2,0,35,99,12799,36.99,27,73,12730,8094,636,4248,16576,109,4,69
Manipur,Thoubal,657,68636,688,0,0,236,553,88758,6.38,57,893,84037,73327,873,22802,134592,687,17,554
Manipur,Ukhrul,119,9427,91,209,0,104,90,13153,7.62,17,223,13821,8758,634,4607,17973,102,4,79
Manipur,Tengnoupal,115,9311,89,5,0,167,135,17550,9.93,28,282,16661,10198,612,4577,22284,165,7,58
Manipur,Kangpokpi,84,15538,102,0,0,153,259,25167,13.92,33,237,22002,18695,850,6427,34278,279,11,82
Manipur,Kamjong,22,3946,27,400,0,36,31,6726,3.45,2,58,6362,4307,677,1315,9357,43,3,15
Manipur,Jiribam,24,10079,123,0,0,29,155,17195,32.08,17,53,15950,11314,709,3439,23835,228,2,50
Manipur,Pherzawl,5,6791,94,0,0,4,55,6233,11.11,1,9,6680,6344,950,2877,10147,91,1,58
Manipur,Noney,55,7358,60,20,0,64,97,12205,9.24,11,119,12658,6901,545,3954,15609,117,4,39
Manipur,Kakching,615,40734,537,4368,0,592,465,45169,4.39,53,1207,44979,40900,909,12177,73726,731,9,271
Meghalaya,East Khasi Hills,892,137251,1017,156,0,1636,1343,210927,13.92,352,2528,183720,164413,895,70531,277647,1189,112,1171
Meghalaya,South West Khasi Hills,149,12488,109,0,0,191,228,20339,8.82,30,340,17943,14879,829,4278,28549,221,6,115
Meghalaya,West Jaintia Hills,163,34782,282,60,0,497,667,55257,10.61,70,660,44130,45901,1040,17392,72647,485,20,463
Meghalaya,Ri-Bhoi,212,32737,306,339,0,480,456,55617,15.61,108,692,49161,39185,797,13382,74972,460,37,302
Meghalaya,East Jaintia Hills,53,21390,175,20,0,237,579,38126,6.9,20,290,36706,22802,621,10470,49046,590,10,164
Meghalaya,West Khasi Hills,436,36755,304,1020,0,851,551,43051,15.0,193,1287,40053,39747,992,17527,62279,467,56,388
Meghalaya,West Garo Hills,566,99967,909,7046,0,689,1096,119357,10.76,135,1255,114220,105068,920,39196,180128,1325,65,680
Meghalaya,South Garo Hills,171,17420,156,447,0,330,277,19207,17.76,89,501,19928,16697,838,7859,28768,293,28,140
Meghalaya,South West Garo Hills,449,35677,338,11,0,487,375,35698,12.18,114,936,36113,35244,976,12710,58665,472,32,241
Meghalaya,North Garo Hills,288,25006,338,4000,0,525,642,29720,10.7,87,813,28367,26355,929,9884,44842,800,63,179
Meghalaya,East Garo Hills,206,18854,234,946,0,448,413,23686,17.74,116,654,23503,19033,810,8348,34192,488,31,160
Mizoram,Aizawl East,419,112390,574,2,0,190,253,121320,3.45,21,609,117317,116374,992,56176,177534,433,5,394
