state,district,slots,today,Total doses til date,avgdaily
Telangana,Suryapet,0,1156,113855,116
Telangana,Vikarabad,31,42,53673,9
Telangana,Wanaparthy,0,202,46193,3
Telangana,Warangal(Rural),0,719,48631,17
Telangana,Warangal(Urban),0,4004,148258,75
Telangana,Yadadri Bhuvanagiri,0,3334,155050,78
Telangana,Mulugu,0,1227,50499,190
Telangana,Narayanpet,0,94,27972,11
Tripura,Dhalai,0,243,80551,325
Tripura,Gomati,0,27,85265,376
Tripura,Khowai,0,0,64883,204
Tripura,North Tripura,0,0,102770,38
Tripura,Sepahijala,0,0,113184,85
Tripura,South Tripura,0,0,126488,1305
Tripura,Unakoti,38,19,60023,136
Tripura,West Tripura,691,1037,274156,944
Uttar Pradesh,Agra,300,2165,239835,1638
Uttar Pradesh,Aligarh,133,1661,168067,1297
Uttar Pradesh,Prayagraj,312,2061,273827,1553
Uttar Pradesh,Ambedkar Nagar,791,417,95300,576
Uttar Pradesh,Amethi,2481,1451,114413,730
Uttar Pradesh,Amroha,743,1249,79974,693
Uttar Pradesh,Auraiya,299,668,61908,553
Uttar Pradesh,Azamgarh,2061,1675,172200,995
Uttar Pradesh,Badaun,1504,714,167751,865
Uttar Pradesh,Baghpat,52,549,125025,1502
Uttar Pradesh,Bahraich,6494,2445,209355,1885
Uttar Pradesh,Balarampur,2574,794,168565,1237
Uttar Pradesh,Ballia,1275,745,142893,679
Uttar Pradesh,Banda,453,234,81475,241
Uttar Pradesh,Barabanki,128,3268,149335,3447
Uttar Pradesh,Bareilly,697,1154,239765,1305
Uttar Pradesh,Basti,833,829,145778,646
Uttar Pradesh,Bijnour,427,1893,175301,1862
Uttar Pradesh,Bulandshahr,2627,2520,196564,2683
Uttar Pradesh,Chandauli,2472,363,92192,460
Uttar Pradesh,Chitrakoot,483,182,44928,232
Uttar Pradesh,Deoria,4036,773,159789,875
Uttar Pradesh,Etah,1084,493,70835,520
Uttar Pradesh,Etawah,128,303,81097,398
Uttar Pradesh,Ayodhya,136,829,100797,615
Uttar Pradesh,Farrukhabad,7994,149,85407,215
Uttar Pradesh,Fatehpur,1413,1193,121090,779
Uttar Pradesh,Firozabad,1019,737,119609,651
Uttar Pradesh,Gautam Buddha Nagar,119,2222,288176,1561
Uttar Pradesh,Ghaziabad,2,2150,308249,2633
Uttar Pradesh,Ghazipur,11093,1323,141814,1420
Uttar Pradesh,Gonda,3035,3450,173639,2460
Uttar Pradesh,Gorakhpur,188,1888,265862,2215
Uttar Pradesh,Hamirpur,59,120,78592,287
Uttar Pradesh,Hapur,113,1179,84790,991
Uttar Pradesh,Hardoi,7162,544,136880,532
Uttar Pradesh,Hathras,3348,1276,101549,865
Uttar Pradesh,Jalaun,1841,1475,98107,1050
Uttar Pradesh,Jaunpur,759,2162,232024,1061
Uttar Pradesh,Jhansi,307,754,103672,692
Uttar Pradesh,Kannauj,6032,247,55953,256
Uttar Pradesh,Kanpur Dehat,942,1133,92098,713
Uttar Pradesh,Kanpur Nagar,149,2574,308783,2321
Uttar Pradesh,Kasganj,1751,261,58654,235
Uttar Pradesh,Kaushambi,8,265,68017,423
Uttar Pradesh,Kushinagar,706,1464,168027,1311
Uttar Pradesh,Lakhimpur Kheri,2187,1170,140713,983
Uttar Pradesh,Lalitpur,2464,114,62943,137
Uttar Pradesh,Lucknow,541,3040,421084,3196
Uttar Pradesh,Maharajganj,1663,890,124389,481
Uttar Pradesh,Mahoba,2322,579,87471,661
Uttar Pradesh,Mainpuri,493,361,91109,659
Uttar Pradesh,Mathura,468,3095,170723,2007
Uttar Pradesh,Mau,709,645,90703,587
Uttar Pradesh,Meerut,27,4031,317277,3138
Uttar Pradesh,Mirzapur,355,940,142911,967
Uttar Pradesh,Moradabad,58,1432,145295,1080
Uttar Pradesh,Muzaffarnagar,6468,283,154804,1141
Uttar Pradesh,Pilibhit,1778,595,153015,648
Uttar Pradesh,Raebareli,581,50,113864,271
Uttar Pradesh,Pratapgarh,3862,835,137114,947
Uttar Pradesh,Rampur,530,751,97165,392
Uttar Pradesh,Saharanpur,1,1596,209506,1919
Uttar Pradesh,Sambhal,1581,519,84919,311
Uttar Pradesh,Sant Kabir Nagar,1285,1028,77131,741
Uttar Pradesh,Bhadohi,670,1190,98844,803
Uttar Pradesh,Shahjahanpur,1031,1864,154278,1460
Uttar Pradesh,Shamli,347,132,81351,778
Uttar Pradesh,Shravasti,2635,498,53944,686
Uttar Pradesh,Siddharthnagar,10137,1493,167132,1266
Uttar Pradesh,Sitapur,1806,997,193642,1091
Uttar Pradesh,Sonbhadra,352,297,77018,237
Uttar Pradesh,Sultanpur,238,927,134588,1048
Uttar Pradesh,Unnao,502,773,168712,832
Uttar Pradesh,Varanasi,306,3121,258322,2444
Uttarakhand,Dehradun,338,1426,357988,1369
Uttarakhand,Pauri Garhwal,0,193,139830,219
Uttarakhand,Chamoli,0,200,90112,182
Uttarakhand,Rudraprayag,0,126,52798,101
Uttarakhand,Tehri Garhwal,0,350,108018,288
Uttarakhand,Haridwar,381,939,228931,912
Uttarakhand,Uttarkashi,0,0,74158,20
Uttarakhand,Almora,47,17,122893,251
Uttarakhand,Udham Singh Nagar,0,496,172870,292
Uttarakhand,Pithoragarh,989,490,72956,290
Uttarakhand,Bageshwar,0,162,59481,152
Uttarakhand,Champawat,266,38,56077,58
Uttarakhand,Nainital,0,0,167391,330
West Bengal,Alipurduar District,0,1148,139115,980
West Bengal,Bankura,5,91,189554,572
West Bengal,Basirhat HD (North 24 Parganas),6,34,218486,279
West Bengal,Birbhum,0,1062,202258,631
West Bengal,Bishnupur HD (Bankura),98,209,68572,274
West Bengal,Dakshin Dinajpur,0,1474,156103,461
West Bengal,Darjeeling,0,707,221508,1015
West Bengal,Diamond Harbor HD (S 24 Parganas),60,77,271208,1800
West Bengal,East Bardhaman,0,2315,426464,1521
West Bengal,Hoogly,0,0,579786,2218
West Bengal,Howrah,0,0,417004,1482
West Bengal,Jalpaiguri,0,1512,128922,1049
West Bengal,Jhargram,0,11,46576,321
West Bengal,Kalimpong,0,1,50474,370
West Bengal,Kolkata,0,227,1041084,2080
West Bengal,Malda,15,1215,256582,1203
West Bengal,Murshidabad,398,323,435878,760
West Bengal,Nadia,0,11,356416,1056
West Bengal,Nandigram HD (East Medinipore),0,0,238401,99
West Bengal,North 24 Parganas,21,353,699576,2225
West Bengal,Paschim Medinipore,0,597,346614,913
West Bengal,Purba Medinipore,0,0,322097,2047
West Bengal,Purulia,16,166,182510,1744
West Bengal,Rampurhat HD (Birbhum),0,210,137059,1071
West Bengal,South 24 Parganas,0,494,435408,2554
West Bengal,Uttar Dinajpur,0,371,153500,729
West Bengal,West Bardhaman,55,633,201597,1011
Assam,Hojai,0,430,66947,774
Assam,Biswanath,0,371,48143,691
Assam,Charaideo,0,251,32266,441
Assam,Majuli,0,60,26530,200
Assam,South Salmara Mankachar,500,101,6742,113
Assam,West Karbi Anglong,0,66,13458,109
Gujarat,Ahmedabad Corporation,2,4175,815598,4483
Gujarat,Bhavnagar Corporation,0,226,95089,204
Gujarat,Gandhinagar Corporation,0,360,54582,439
Gujarat,Jamnagar Corporation,1,628,91615,403
Gujarat,Junagadh Corporation,0,126,53863,138
Gujarat,Rajkot Corporation,0,1176,240906,1012
Gujarat,Surat Corporation,0,2964,617544,1647
Gujarat,Vadodara Corporation,57,1821,344820,1886
Tamil Nadu,Cheyyar,0,104,24468,256
Tamil Nadu,Aranthangi,39,230,32060,434
Tamil Nadu,Kovilpatti,398,650,32567,494
Tamil Nadu,Ranipet,1110,176,39319,180
West Bengal,COOCHBEHAR,0,1240,200193,507
